# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "14" "-t" "exon" "-g" "gene_id" "-s" "1" "-a" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/refs/BOM_ss5/BOM_ss5_final.gtf" "-o" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/counts/counts_BOM_ss5_raw.txt" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_10_sample_2B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_11_sample_2C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_12_sample_2D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_13_sample_2E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_14_sample_2F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_15_sample_2G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_16_sample_2H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_1_sample_1A.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_2_sample_1B.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_3_sample_1C.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_4_sample_1D.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_5_sample_1E.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_6_sample_1F.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_7_sample_1G.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_8_sample_1H.primary.bam" "/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_9_sample_2A.primary.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_10_sample_2B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_11_sample_2C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_12_sample_2D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_13_sample_2E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_14_sample_2F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_15_sample_2G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_16_sample_2H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_1_sample_1A.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_2_sample_1B.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_3_sample_1C.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_4_sample_1D.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_5_sample_1E.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_6_sample_1F.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_7_sample_1G.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_8_sample_1H.primary.bam	/Users/drb_laptop/Documents/Tissue_specific_myeclium/analysis/bam_BOM_ss5/GPNJ7M_9_sample_2A.primary.bam
AAD021_012676	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	161705;162496;162688;162896;162979;163124;163480;163561;163731;163972	162424;162634;162841;162924;163073;163429;163499;163674;163912;164101	-;-;-;-;-;-;-;-;-;-	1889	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AAD021_012677	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	164546;165171;165325	165112;165269;165518	-;-;-	860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012678	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	165668;165940;166126	165887;166064;166954	+;+;+	1174	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0
AAD021_012679	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	166865;167095;167264;167495;167979;168120;168301;168671;168894;169019	167044;167216;167439;167908;168067;168219;168590;168777;168968;169182	-;-;-;-;-;-;-;-;-;-	1717	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AAD021_012680	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	169942;170227;170479;170652;170818	170119;170404;170593;170766;171201	+;+;+;+;+	970	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AAD021_012681	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	171251;171567;171837;172121;172332;172413;173276;174199;174369;174565	171505;171779;172044;172268;172358;172566;174148;174315;174483;175216	+;+;+;+;+;+;+;+;+;+	2762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012682	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	175011;175678;175873	175621;175824;175923	-;-;-	809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012683	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	177862;178026;178329;178620;178723;178839	177966;178274;178565;178668;178783;179447	+;+;+;+;+;+	1310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012684	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	179497;180799;180961;182135;182356;182441;182606;182671	180735;180911;182068;182294;182389;182551;182615;183104	+;+;+;+;+;+;+;+	3209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012685	JBQVBD010000002.1	182756	183236	-	481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012686	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	183974;184226;184394;184492;184673;185069;185158	184175;184331;184439;184612;185015;185100;185749	+;+;+;+;+;+;+	1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012687	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	189396;189767;190026	189717;189965;190248	+;+;+	744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012688	JBQVBD010000002.1;JBQVBD010000002.1	190298;191696	191627;192509	+;+	2144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012689	JBQVBD010000002.1	193928	194501	+	574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012690	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	194054;194648;194833;195132;195476	194584;194745;195063;195422;195958	-;-;-;-;-	1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012691	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	196570;196878;197210;197369	196821;197145;197312;197673	+;+;+;+	928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012692	JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1;JBQVBD010000002.1	197596;197880;198122;198226;198470;198642	197818;198057;198168;198411;198583;198707	-;-;-;-;-;-	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012356	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	1;1682;1916;2062;2784;3112;3194	1627;1777;2009;2731;3054;3141;3419	-;-;-;-;-;-;-	3014	0	0	0	0	11	0	65	12	0	0	0	6	7	13	10	0
AAD021_012357	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	3781;3883;3974;4441;4620	3828;3923;4373;4560;5419	+;+;+;+;+	1409	0	8	12	1	6	13	192	155	0	0	1	13	6	52	17	8
AAD021_012358	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	5469;5581;5654;6143;6344;6480	5527;5592;6084;6280;6418;6760	+;+;+;+;+;+	996	12	71	55	2	26	31	676	513	15	0	32	15	80	80	72	42
AAD021_012359	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	6576;6907;7021;7168;7263;7351;7647;7721;7870;8037;8444;8584;8706;8773;8954	6852;6966;7102;7202;7299;7596;7666;7810;7985;8391;8531;8657;8712;8899;8989	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1650	0	10	7	0	2	0	122	30	2	0	3	7	2	39	3	0
AAD021_012360	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	9456;9605;10144;10780;11103;11205;11479;11780;12040	9551;10092;10724;11037;11158;11314;11722;11985;12588	+;+;+;+;+;+;+;+;+	2588	0	10	9	3	5	4	124	76	0	2	2	9	8	25	7	4
AAD021_012361	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	13440;13664;13872;14037	13607;13823;13984;14313	+;+;+;+	718	0	5	0	0	5	0	17	15	0	0	0	3	0	3	0	0
AAD021_012362	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	14290;14590;14864;15072;15210;15363;15461	14533;14807;15019;15153;15304;15406;15483	-;-;-;-;-;-;-	862	1	27	12	10	18	16	460	164	6	0	19	17	20	107	11	10
AAD021_012363	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	15651;15744;15928;16127;16543;16812;17342;17418;17566;18200;18533;19253;19411;19709;19845;19969;20140;20315;20543;20785	15688;15876;16077;16492;16728;17291;17362;17508;18132;18484;19207;19360;19658;19795;19913;20079;20263;20487;20730;21354	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4670	0	6	5	0	0	1	91	80	0	0	1	0	4	20	32	0
AAD021_012364	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	22978;23731;23899;24597;25594	23672;23841;24533;25544;25810	-;-;-;-;-	2606	3	19	12	4	0	8	266	333	9	0	2	13	47	153	48	3
AAD021_012365	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	25953;26358;29275;29564;29711;30461	26310;29222;29516;29663;30403;31553	+;+;+;+;+;+	5351	12	0	8	0	0	11	77	73	8	0	0	3	11	31	7	0
AAD021_012366	JBQVBD010000003.1;JBQVBD010000003.1	31846;32272	32226;32921	+;+	1031	0	0	0	0	0	0	32	10	0	0	1	0	0	4	0	0
AAD021_012367	JBQVBD010000003.1;JBQVBD010000003.1	32562;34213	34156;34497	-;-	1880	0	0	0	1	0	0	7	12	0	0	0	0	0	1	0	0
AAD021_012368	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	34547;36394;36980;37186;37448;37637;38237;38463;38763	36337;36927;37134;37395;37580;38181;38410;38709;40118	-;-;-;-;-;-;-;-;-	5145	36	13	3	3	7	9	187	186	5	0	6	25	10	47	17	4
AAD021_012369	JBQVBD010000003.1;JBQVBD010000003.1	41565;42814	42759;43108	-;-	1490	0	0	1	0	0	0	5	0	0	0	0	0	0	3	0	0
AAD021_012370	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	43158;43449;43874;44111;44317;44579;44732;44881	43389;43823;44056;44266;44523;44679;44826;44942	-;-;-;-;-;-;-;-	1411	0	26	16	0	20	4	636	106	5	0	3	1	10	68	1	0
AAD021_012371	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	45138;45277;45445;45780	45229;45394;45727;46295	+;+;+;+	1009	15	18	13	8	8	1	597	222	0	3	11	4	4	140	25	8
AAD021_012372	JBQVBD010000003.1;JBQVBD010000003.1	46152;46803	46748;46872	-;-	667	0	0	1	0	0	2	1	4	0	0	0	0	0	6	0	0
AAD021_012373	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	50535;50770;50935;51018;51237;51548;51889;52325;52752;53356	50716;50878;50964;51185;51492;51831;52270;52699;53296;53882	+;+;+;+;+;+;+;+;+;+	2858	6	63	103	6	31	80	1411	233	3	4	9	31	30	88	28	35
AAD021_012374	JBQVBD010000003.1	54073	55892	-	1820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012375	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	56812;57414;57503	57358;57451;58320	-;-;-	1403	0	10	6	6	3	4	90	112	0	0	3	2	1	78	26	2
AAD021_012376	JBQVBD010000003.1	58781	60894	-	2114	9	1	1	0	10	5	243	211	1	0	22	31	0	42	60	2
AAD021_012377	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	61224;61648;61942;62112;62315;62531;62963;63159	61563;61889;62062;62255;62480;62905;63084;63789	+;+;+;+;+;+;+;+	2141	0	3	1	0	0	3	45	21	0	0	0	1	0	13	2	6
AAD021_012378	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	64284;64368;64532;64683;64848	64306;64453;64626;64787;65386	+;+;+;+;+	848	15	78	39	5	29	29	395	268	14	0	12	27	24	232	47	5
AAD021_012379	JBQVBD010000003.1;JBQVBD010000003.1	67165;68225	68168;68308	-;-	1088	14	0	0	0	11	12	526	282	3	0	17	11	2	77	9	37
AAD021_012380	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	68607;69270;69408;69658;69978;70200;70494	69214;69346;69606;69927;70148;70435;70779	-;-;-;-;-;-;-	1847	0	0	0	0	7	2	65	44	1	0	6	1	2	33	2	0
AAD021_012381	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	71322;71529;71618;71711;71785;72421;72723;72829	71472;71564;71663;71734;72354;72666;72771;73721	+;+;+;+;+;+;+;+	2015	0	8	1	0	3	13	226	63	3	0	6	0	1	12	4	10
AAD021_012382	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	74131;74203;74313;75235;75485;75687;75861;76016;76132;76488;76695	74146;74262;74678;75427;75637;75809;75960;76083;76435;76646;77404	+;+;+;+;+;+;+;+;+;+;+	2252	4	18	8	3	28	22	403	209	3	0	6	3	5	76	75	0
AAD021_012383	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	77885;78079;78204;78434;78614;78700;78774;78889;79435;79671;79778;79963;80272	78021;78147;78376;78549;78648;78717;78838;79376;79609;79725;79908;80209;80898	+;+;+;+;+;+;+;+;+;+;+;+;+	2336	5	323	1095	0	17	24	100	622	10	0	23	13	12	13	919	9
AAD021_012384	JBQVBD010000003.1;JBQVBD010000003.1	81102;82146	81977;82666	+;+	1397	0	0	0	0	0	0	3	5	0	0	0	0	0	14	0	0
AAD021_012385	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	83129;83558;83778;84171	83506;83684;84115;85612	+;+;+;+	2285	0	0	0	0	0	1	35	23	0	0	0	1	0	13	9	0
AAD021_012386	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	87192;87916;88156;88467;88588;88670;88771;88989	87857;88096;88412;88534;88616;88712;88928;89307	-;-;-;-;-;-;-;-	1721	0	21	11	0	1	7	175	149	5	0	3	17	18	72	3	0
AAD021_012387	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	95642;96790;97269;97538;97697;97882;98328	96738;97209;97486;97644;97825;98279;98852	-;-;-;-;-;-;-	2894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012388	JBQVBD010000003.1	100449	101614	-	1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012389	JBQVBD010000003.1	101902	103043	-	1142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012390	JBQVBD010000003.1;JBQVBD010000003.1	106740;110867	110794;112075	-;-	5264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012391	JBQVBD010000003.1;JBQVBD010000003.1	115436;115827	115773;116111	+;+	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012392	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	116161;116813;117232;117476;117689;117892;118338;118570;118753;119136;119409	116487;117181;117425;117638;117840;118292;118517;118722;119078;119361;120189	+;+;+;+;+;+;+;+;+;+;+	3272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012393	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	125766;126762;127399;127560;127742;128210	126706;127342;127505;127688;128151;128434	-;-;-;-;-;-	2393	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AAD021_012394	JBQVBD010000003.1;JBQVBD010000003.1	128831;129681	129627;130191	+;+	1308	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
AAD021_012395	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	130241;130641;130916;131337;131584;131792;131993;132441;132670;132852;133563	130591;130859;131284;131530;131743;131943;132390;132617;132736;133510;134349	+;+;+;+;+;+;+;+;+;+;+	3533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012396	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	137034;137695;137879;138088	137637;137818;138034;138210	-;-;-;-	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012397	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	138260;138989;139552;139883	138939;139493;139829;140038	-;-;-;-	1619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012398	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	140842;140971;141374	140917;141308;141792	+;+;+	833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AAD021_012399	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	141465;141968;142232	141919;142180;142546	-;-;-	983	0	3	1	0	0	8	71	27	0	0	5	1	9	7	6	0
AAD021_012400	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	142996;143185;143445	143130;143389;144225	+;+;+	1121	0	12	16	5	14	10	746	89	9	0	8	3	5	27	19	16
AAD021_012401	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	145835;147754;147851;147969;148181	147145;147778;147914;148130;148780	-;-;-;-;-	2162	0	0	0	0	0	27	61	32	0	0	0	2	2	33	6	0
AAD021_012402	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	151809;152033;152123	151978;152068;154721	+;+;+	2805	0	5	14	0	0	0	140	112	0	0	6	11	2	53	30	2
AAD021_012403	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	154579;154897;155025;155106;155348	154844;154968;155045;155276;155360	-;-;-;-;-	543	0	0	5	0	0	0	2	0	0	0	0	0	0	1	0	0
AAD021_012404	JBQVBD010000003.1	155410	156415	-	1006	0	0	3	0	0	0	10	1	0	0	0	0	0	5	0	0
AAD021_012405	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	157407;157476;157752	157422;157697;158319	+;+;+	806	0	4	13	0	9	4	190	10	2	0	3	1	1	22	8	0
AAD021_012406	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	159325;159477;159832;160268	159435;159769;160209;160858	+;+;+;+	1373	0	2	0	0	1	1	78	74	0	0	3	0	1	25	2	7
AAD021_012407	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	161673;161872;162015;162143;162223;162293;162384	161799;161976;162075;162168;162247;162333;162915	+;+;+;+;+;+;+	917	0	0	2	0	0	0	24	0	0	0	0	0	0	4	0	0
AAD021_012408	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	163606;164361;164564	164307;164500;165133	+;+;+	1412	0	0	3	0	0	0	36	24	0	0	0	0	0	3	0	0
AAD021_012409	JBQVBD010000003.1	165183	167085	+	1903	0	1	0	0	1	6	51	26	2	0	3	0	1	29	11	0
AAD021_012410	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	166741;167290;167454;167651	167233;167397;167602;167777	-;-;-;-	877	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
AAD021_012411	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	170041;170216;170421;170585	170167;170364;170528;171183	+;+;+;+	983	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AAD021_012412	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	171915;172318;172418;172555;172685;172765;173117;173284;173528;173868	172268;172361;172499;172622;172699;173060;173226;173466;173815;174053	+;+;+;+;+;+;+;+;+;+	1626	0	0	0	0	12	0	103	4	1	0	0	0	0	1	4	27
AAD021_012413	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	174067;174217;174360;174527;174610;174706;174779;174864;175026;175343;175550;175615	174162;174303;174459;174551;174645;174727;174806;174977;175282;175496;175563;175761	-;-;-;-;-;-;-;-;-;-;-;-	1080	9	1	0	0	0	4	166	33	5	0	5	0	3	10	14	3
AAD021_012414	JBQVBD010000003.1;JBQVBD010000003.1	179560;179822	179760;181770	+;+	2150	0	3	2	0	6	0	85	65	0	1	5	0	11	5	0	0
AAD021_012415	JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1;JBQVBD010000003.1	182028;182210;182830;182912;183085;183329	182131;182775;182854;183034;183273;183753	+;+;+;+;+;+	1432	0	4	4	0	15	0	255	66	2	0	12	17	4	34	17	7
