reaction,name,n_genes,Exuding_mycelium,Exudophore,Fuzzy_mycelium,Nodule,max_other,ratio
rxn36751,L-arabinokinase (phosphorylating),1,2.23,2.55,2.65,3.93,3.93,0.65
rxn41178,rxn41178,1,10.31,6.73,5.03,4.24,10.31,0.65
rxn42932,rxn42932,4,6.45,4.19,5.13,2.8,6.45,0.65
rxn46484,rxn46484,2,3.28,2.55,3.5,3.91,3.91,0.65
rxn46815,rxn46815,1,31.51,44.48,68.54,22.78,68.54,0.65
rxn00247,ATP:oxaloacetate carboxy-lyase (transphosphorylating;phosphoenolpyruva,2,21.05,102.55,11.75,160.38,160.38,0.64
rxn06447,L-Threonine:tRNA(Thr) ligase (AMP-forming),1,14.68,14.96,15.02,23.24,23.24,0.64
rxn27324,threonyl-transfer ribonucleic acid synthetase,1,14.68,14.96,15.02,23.24,23.24,0.64
rxn44292,rxn44292,1,14.68,14.96,15.02,23.24,23.24,0.64
rxn00107,ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn00117,ATP:UDP phosphotransferase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn00237,ATP:GDP phosphotransferase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn00238,ATP:nucleoside-diphosphate phosphotransferase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn00409,ATP:CDP phosphotransferase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn00515,ATP:IDP phosphotransferase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn00839,ATP:dADP phosphotransferase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn01353,ATP:dGDP phosphotransferase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn01512,ATP:dTDP phosphotransferase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn01673,ATP:dCDP phosphotransferase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn01678,ATP:dUDP phosphotransferase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn02373,L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating),1,0.41,1.4,2.02,2.23,2.23,0.63
rxn02517,ATP:dIDP phosphotransferase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn02990,(S)-4-Amino-5-oxopentanoate:NADP+ 5-oxidoreductase,1,0.41,1.4,2.02,2.23,2.23,0.63
rxn20458,nucleoside diphosphokinase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn33945,Glutamate 5 Semialdehyde Dehydrogenase,1,0.41,1.4,2.02,2.23,2.23,0.63
rxn34032,Nucleoside Diphosphate Kinase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn34036,Nucleoside Diphosphate Kinase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn34038,dCDP Kinase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn34044,dTDP Kinase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn34048,dUDP Kinase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn34061,dADP Kinase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn34062,dADP Kinase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn34066,dGDP Kinase,1,118.84,86.39,88.27,136.68,136.68,0.63
rxn01138,Adenosine:phosphate alpha-D-ribosyltransferase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn01358,inosine:phosphate alpha-D-ribosyltransferase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn01446,Deoxyguanosine:orthophosphate ribosyltransferase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn01548,guanosine:phosphate alpha-D-ribosyltransferase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn01646,N-Ribosylnicotinamide:orthophosphate ribosyltransferase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn01647,Nicotinate D-ribonucleoside:orthophosphate ribosyltransferase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn01649,Xanthosine:orthophosphate ribosyltransferase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn01684,purine-nucleoside:phosphate ribosyltransferase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn01799,deoxyuridine:orthophosphate 2-deoxy-D-ribosyltransferase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn01859,Deoxyadenosine:orthophosphate ribosyltransferase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn01985,Deoxyinosine:orthophosphate ribosyltransferase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn06434,L-Asparagine:tRNA(Asn) ligase (AMP-forming),1,3.69,6.4,10.39,4.81,10.39,0.62
rxn06937,L-glutamate:tRNA(Glu) ligase (AMP-forming),1,13.35,8.22,4.75,5.57,13.35,0.62
rxn17798,poly(A)-specific ribonuclease,2,14.87,13.95,22.43,19.34,22.43,0.62
rxn18127,bleomycin hydrolase,1,16.21,14.86,9.38,23.92,23.92,0.62
rxn19209,L-asparagine:tRNAAsn ligase (AMP-forming),1,3.69,6.4,10.39,4.81,10.39,0.62
rxn19453,DEOXYADENPHOSPHOR-RXN.c,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn19455,DEOXYGUANPHOSPHOR-RXN.c,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn19457,DEOXYINOPHOSPHOR-RXN.c,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn19824,glutamic acid translase,1,13.35,8.22,4.75,5.57,13.35,0.62
rxn20597,purine-nucleoside phosphorylase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn22072,chloro-purine nucleoside phosphorylase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn22093,5'-deoxy-5'-fluoroadenosine phosphorylase,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn24218,RXN-7001.c,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn34011,Glutamyl-tRNA Reductase,1,13.35,8.22,4.75,5.57,13.35,0.62
rxn40703,rxn40703,1,3.69,6.4,10.39,4.81,10.39,0.62
rxn41521,rxn41521,2,14.87,13.95,22.43,19.34,22.43,0.62
rxn41819,rxn41819,1,4.74,6.16,4.61,9.92,9.92,0.62
rxn47732,rxn47732,1,13.35,8.22,4.75,5.57,13.35,0.62
rxn00062,ATP phosphohydrolase,47,68.29,51.11,67.88,83.9,83.9,0.61
rxn00133,"P1,P4-bis(5'-adenosyl)-tetraphosphate adenylohydrolase",1,0.94,0.58,0.33,0.87,0.94,0.61
rxn00392,ATP:riboflavin 5'-phosphotransferase,1,4.89,5.0,6.23,8.24,8.24,0.61
rxn00714,"P1,P4-bis(5'-uridyl)-tetraphosphate uridylohydrolase",1,0.94,0.58,0.33,0.87,0.94,0.61
rxn00918,"P1,P4-bis(5'-guanosyl)-tetraphosphate guanylylhydrolase",1,0.94,0.58,0.33,0.87,0.94,0.61
rxn01637,N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase,1,2.28,4.19,6.82,3.02,6.82,0.61
rxn02020,"P1,P4-Bis(5'-nucleosyl)-tetraphosphate nucleotidohydrolase",1,0.94,0.58,0.33,0.87,0.94,0.61
rxn05772,NADH:ferricytochrome-b5 oxidoreductase,2,3.13,3.61,5.76,5.87,5.87,0.61
rxn06383,ATP:[pyruvate dehydrogenase (lipoamide)] phosphotransferase,1,2.23,2.88,2.72,4.69,4.69,0.61
rxn17647,geranylgeranyl-diphosphate:protein-cysteine geranyltransferase,2,5.53,3.94,2.92,6.44,6.44,0.61
rxn17687,PDK4,1,2.23,2.88,2.72,4.69,4.69,0.61
rxn19356,NADH-cytochrome b5 reductase,2,3.13,3.61,5.76,5.87,5.87,0.61
rxn21477,RXN-11195.c,2,3.13,3.61,5.76,5.87,5.87,0.61
rxn33990,Lumped Ornithine Synthesis,3,2.76,4.19,6.82,4.3,6.82,0.61
rxn40899,rxn40899,1,2.23,2.88,2.72,4.69,4.69,0.61
rxn00780,ATP:D-glyceraldehyde 3-phosphotransferase,1,1.77,2.31,3.28,3.82,3.82,0.6
rxn02889,3-Methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming),2,4.53,4.76,6.22,7.93,7.93,0.6
rxn18062,carboxypeptidase U,4,85.02,50.97,73.03,72.03,85.02,0.6
rxn33975,Triose Kinase,1,1.77,2.31,3.28,3.82,3.82,0.6
rxn42094,rxn42094,4,85.02,50.97,73.03,72.03,85.02,0.6
rxn06425,diphthine:ammonia ligase (ADP-forming),1,1.72,2.79,1.52,4.76,4.76,0.59
rxn19570,diphthamide synthetase,1,1.72,2.79,1.52,4.76,4.76,0.59
rxn45614,rxn45614,1,1.72,2.79,1.52,4.76,4.76,0.59
rxn00065,"ATP diphosphate-lyase (cyclizing; 3',5'-cyclic-AMP-forming)",1,5.31,4.19,7.16,3.91,7.16,0.58
rxn00154,pyruvate:NAD+ 2-oxidoreductase (CoA-acetylating),2,23.65,13.71,11.26,20.58,23.65,0.58
rxn00307,"GTP diphosphate-lyase (cyclizing; 3',5'-cyclic-GMP-forming)",1,5.31,4.19,7.16,3.91,7.16,0.58
rxn01726,Acetyl-CoA:carnitine O-acetyltransferase,2,2.75,8.28,4.57,14.17,14.17,0.58
rxn01871,acetyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-acetyltransferase,2,23.65,13.71,11.26,20.58,23.65,0.58
rxn15328,Acetyl-CoA:carnitine O-acetyltransferase,2,2.75,8.28,4.57,14.17,14.17,0.58
rxn25978,dihydrolipoyl acetyltransferase,2,23.65,13.71,11.26,20.58,23.65,0.58
rxn45929,rxn45929,2,2.75,8.28,4.57,14.17,14.17,0.58
rxn05840,ATP:polynucleotide adenylyltransferase,11,10.91,11.25,19.76,9.74,19.76,0.57
rxn05846,GTP:RNA guanylyltransferase (DNA-directed),11,10.91,11.25,19.76,9.74,19.76,0.57
rxn05847,CTP:RNA cytidylyltransferase (DNA-directed),11,10.91,11.25,19.76,9.74,19.76,0.57
rxn05848,UTP:RNA uridylyltransferase,11,10.91,11.25,19.76,9.74,19.76,0.57
rxn05849,nucleoside-triphosphate:RNA nucleotidyltransferase (DNA-directed),11,10.91,11.25,19.76,9.74,19.76,0.57
rxn07229,4-hydroxy-3-methoxycinnamoyl-sugar hydrolase,1,2.45,1.4,0.33,0.89,2.45,0.57
rxn11728,"1,5-anhydro-D-mannitol:NADP+ oxidoreductase",1,14.15,11.01,10.18,19.23,19.23,0.57
rxn14256,beta-D-mannoside mannohydrolase,3,10.11,5.77,8.04,6.35,10.11,0.57
rxn15183,beta-D-mannan hydrolases,3,10.11,5.77,8.04,6.35,10.11,0.57
rxn15184,beta-D-mannan hydrolases,3,10.11,5.77,8.04,6.35,10.11,0.57
rxn15766,beta-D-mannoside mannohydrolase,3,10.11,5.77,8.04,6.35,10.11,0.57
rxn15767,beta-D-mannoside mannohydrolase,3,10.11,5.77,8.04,6.35,10.11,0.57
rxn16885,"1,5-anhydro-D-mannitol:NADP+ oxidoreductase",1,14.15,11.01,10.18,19.23,19.23,0.57
rxn17779,"FAE-III, cinnamoyl ester hydrolase, FAEA, cinnAE, FAE-I, FAE-II",1,2.45,1.4,0.33,0.89,2.45,0.57
rxn17952,mannase,3,10.11,5.77,8.04,6.35,10.11,0.57
rxn19633,RDRP,11,10.91,11.25,19.76,9.74,19.76,0.57
rxn35591,"1,5-anhydro-D-mannitol:NADP+ oxidoreductase",1,14.15,11.01,10.18,19.23,19.23,0.57
rxn43165,rxn43165,3,10.11,5.77,8.04,6.35,10.11,0.57
rxn02402,Nicotinate-nucleotide:pyrophosphate phosphoribosyltransferase (carboxy,1,3.5,1.97,1.5,1.59,3.5,0.56
rxn05916,UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine p,1,0.88,1.15,2.05,1.66,2.05,0.56
rxn07002,UDP-N-acetyl-D-glucosamine:dolichyl-phosphate N-acetyl-D-glucosamine,1,0.88,1.15,2.05,1.66,2.05,0.56
rxn08335,(S)-dihydroorotate:quinone oxidoreductase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn14299,(S)-dihydroorotate:quinone oxidoreductase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn16492,(S)-piperazine-2-carboxamide amidohydrolase,4,1.04,1.4,0.4,2.49,2.49,0.56
rxn16493,L-prolinamide amidohydrolase,4,1.04,1.4,0.4,2.49,2.49,0.56
rxn16524,(S)-piperidine-2-carboxamide amidohydrolase,4,1.04,1.4,0.4,2.49,2.49,0.56
rxn17718,dolichol phosphate N-acetylglucosamine-1-phosphotransferase,1,0.88,1.15,2.05,1.66,2.05,0.56
rxn19489,(S)-dihydroorotate:quinone oxidoreductase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn21104,LaaA,4,1.04,1.4,0.4,2.49,2.49,0.56
rxn26412,dihydroorotate dehydrogenase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn26430,RXN0-6554.c,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn36696,(S)-dihydroorotate:quinone oxidoreductase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn36697,(S)-dihydroorotate:quinone oxidoreductase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn36698,(S)-dihydroorotate:quinone oxidoreductase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn36699,(S)-dihydroorotate:quinone oxidoreductase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn37587,dihydroorotate dehydrogenase (quinone),1,1.46,0.82,1.33,0.33,1.46,0.56
rxn37588,dihydroorotate dehydrogenase (quinone),1,1.46,0.82,1.33,0.33,1.46,0.56
rxn38869,dihydroorotate dehydrogenase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn38870,dihydroorotate dehydrogenase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn38872,dihydroorotate dehydrogenase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn38873,dihydroorotate dehydrogenase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn38874,dihydroorotate dehydrogenase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn39000,dihydroorotate dehydrogenase,1,1.46,0.82,1.33,0.33,1.46,0.56
rxn00022,maltose glucohydrolase,1,0.21,0.58,0.89,1.05,1.05,0.55
rxn00555,L-glutamine:D-fructose-6-phosphate isomerase (deaminating),1,19.52,15.83,23.48,28.76,28.76,0.55
rxn00575,sucrose glucohydrolase,1,0.21,0.58,0.89,1.05,1.05,0.55
rxn00649,O3-acetyl-L-serine:hydrogen-sulfide 2-amino-2-carboxyethyltransferase,1,3.59,1.97,3.44,0.83,3.59,0.55
rxn01153,D-Glutamine amidohydrolase,2,2.56,1.4,1.64,1.99,2.56,0.55
rxn02246,O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide),1,3.59,1.97,3.44,0.83,3.59,0.55
rxn02571,O3-Acetyl-L-serine acetate-lyase (adding hydrogen sulfide),1,3.59,1.97,3.44,0.83,3.59,0.55
rxn03135,R04558,1,2.56,1.4,1.32,1.99,2.56,0.55
rxn05733,O3-acetyl-L-serine:thiosulfate 2-amino-2-carboxyethyltransferase (redu,1,3.59,1.97,3.44,0.83,3.59,0.55
rxn05746,Maltodextrin glucosidase (maltotriose),1,0.21,0.58,0.89,1.05,1.05,0.55
rxn06936,L-Aspartate:tRNA(Asp) ligase (AMP-forming),2,4.27,5.34,7.44,9.64,9.64,0.55
rxn07034,rxn07034,1,0.21,0.58,0.89,1.05,1.05,0.55
rxn07037,rxn07037,1,0.21,0.58,0.89,1.05,1.05,0.55
rxn07347,"lycopene hydro-lyase (1-hydroxy-1,2-dihydrolycopene-forming)",1,0.21,0.58,0.89,1.05,1.05,0.55
rxn15010,maltose glucohydrolase,1,0.21,0.58,0.89,1.05,1.05,0.55
rxn15011,maltose glucohydrolase,1,0.21,0.58,0.89,1.05,1.05,0.55
rxn15064,L-glutamine:D-fructose-6-phosphate isomerase (deaminating),1,19.52,15.83,23.48,28.76,28.76,0.55
rxn15067,sucrose glucohydrolase,1,0.21,0.58,0.89,1.05,1.05,0.55
rxn15068,sucrose glucohydrolase,2,0.21,0.58,0.89,1.05,1.05,0.55
rxn15069,sucrose alpha-glucohydrolase,2,0.21,0.58,0.89,1.05,1.05,0.55
rxn19211,aspartic acid translase,2,4.27,5.34,7.44,9.64,9.64,0.55
rxn26128,RXN0-5183.c,1,0.21,0.58,0.89,1.05,1.05,0.55
rxn33959,Cysteine Synthase,1,3.59,1.97,3.44,0.83,3.59,0.55
rxn34662,SULFOCYS-RXN.d,1,3.59,1.97,3.44,0.83,3.59,0.55
rxn47838,rxn47838,2,4.27,5.34,7.44,9.64,9.64,0.55
rxn00726,chorismate pyruvate-lyase (amino-accepting; anthranilate-forming),2,6.24,3.37,3.24,5.22,6.24,0.54
rxn00727,Chorismate pyruvate-lyase (amino-accepting),2,6.24,3.37,3.24,5.22,6.24,0.54
rxn06449,L-Valine:tRNAVal ligase (AMP-forming),1,8.81,4.76,3.71,8.37,8.81,0.54
rxn27438,valine translase,1,8.81,4.76,3.71,8.37,8.81,0.54
rxn33991,Lumped Phosphoribosylanthranilate Synthesis,3,6.24,3.37,3.24,5.22,6.24,0.54
rxn44277,rxn44277,1,8.81,4.76,3.71,8.37,8.81,0.54
rxn00011,pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating),5,7.23,18.53,17.92,35.18,35.18,0.53
rxn00410,UTP:ammonia ligase (ADP-forming),1,1.3,1.73,3.27,1.94,3.27,0.53
rxn00412,UTP:L-glutamine amido-ligase (ADP-forming),1,1.3,1.73,3.27,1.94,3.27,0.53
rxn00459,2-phospho-D-glycerate hydro-lyase (phosphoenolpyruvate-forming),1,64.85,39.59,36.77,75.39,75.39,0.53
rxn01225,Guanine aminohydrolase,1,0.16,0.58,1.08,0.17,1.08,0.53
rxn02936,3-Phospho-D-erythronate hydro-lyase,1,64.85,39.59,36.77,75.39,75.39,0.53
rxn33849,Phosphopyruvate hydratase,1,64.85,39.59,36.77,75.39,75.39,0.53
rxn44102,rxn44102,2,3.85,2.31,4.34,4.37,4.37,0.53
rxn00770,ATP:D-ribose-5-phosphate diphosphotransferase,2,13.91,9.62,18.52,13.82,18.52,0.52
rxn05272,PHCYT_BS,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn06043,CTP:phosphatidate cytidyltransferase,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn08306,CDP-diacylglycerol synthetase (n-C12:0),1,3.17,3.37,6.47,4.19,6.47,0.52
rxn08307,CDP-diacylglycerol synthetase (n-C14:0),1,3.17,3.37,6.47,4.19,6.47,0.52
rxn08308,CDP-diacylglycerol synthetase (n-C14:1),1,3.17,3.37,6.47,4.19,6.47,0.52
rxn08309,CDP-diacylglycerol synthetase (n-C16:0),1,3.17,3.37,6.47,4.19,6.47,0.52
rxn08310,CDP-diacylglycerol synthetase (n-C16:1),1,3.17,3.37,6.47,4.19,6.47,0.52
rxn08311,CDP-diacylglycerol synthetase (n-C18:0),1,3.17,3.37,6.47,4.19,6.47,0.52
rxn08312,CDP-diacylglycerol synthetase (n-C18:1),1,3.17,3.37,6.47,4.19,6.47,0.52
rxn10220,isoheptadecanoyl-phosphatidate cytidylyltransferase,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn10221,anteisoheptadecanoyl-phosphatidate cytidylyltransferase,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn10222,isotetradecanoyl-phosphatidate cytidylyltransferase,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn10223,isopentadecanoyl-phosphatidate cytidylyltransferase,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn10224,anteisopentadecanoyl-phosphatidate cytidylyltransferase,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn10225,isohexadecanoyl-phosphatidate cytidylyltransferase,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn10992,DASYN_HP,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn15108,ATP:D-ribose-5-phosphate diphosphotransferase,2,13.91,9.62,18.52,13.82,18.52,0.52
rxn19270,cytidine diphosphoglyceride pyrophosphorylase,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn19272,cytidine diphosphoglyceride pyrophosphorylase,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn26359,phosphatidate cytidylyltransferase,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn27745,RXNQT-4389.d,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn27746,RXNQT-4387.d,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn36659,cytidine diphosphoglyceride pyrophosphorylase,1,3.17,3.37,6.47,4.19,6.47,0.52
rxn14221,4-beta-D-mannan mannanohydrolase,3,63.58,36.46,71.39,44.72,71.39,0.51
rxn15182,beta-D-mannan hydrolases,6,63.58,36.46,71.39,44.72,71.39,0.51
rxn17993,endo-beta-mannanase,3,63.58,36.46,71.39,44.72,71.39,0.51
rxn18051,tripeptidyl peptidase,7,12.64,8.8,17.32,8.27,17.32,0.51
rxn18983,protein disulfide-isomerase,5,26.92,24.0,43.61,46.6,46.6,0.51
rxn42490,rxn42490,7,12.64,8.8,17.32,8.27,17.32,0.51
rxn45514,rxn45514,3,63.58,36.46,71.39,44.72,71.39,0.51
rxn00505,Isocitrate:NAD+ oxidoreductase (decarboxylating),1,9.22,6.88,12.56,13.81,13.81,0.5
rxn06900,"Spermidine:eIF5A-lysine 4-aminobutyltransferase (propane-1,3-diamine-f",1,2.29,1.15,1.32,1.99,2.29,0.5
rxn07308,spermidine:NAD+ oxidoreductase,1,2.29,1.15,1.32,1.99,2.29,0.5
rxn07309,[eIF5A-precursor]-deoxyhypusine:NAD+ oxidoreductase,1,2.29,1.15,1.32,1.99,2.29,0.5
rxn07310,dehydrospermidine:[enzyme]-lysine N-4-aminobutylidenetransferase,1,2.29,1.15,1.32,1.99,2.29,0.5
rxn15056,Isocitrate:NAD+ oxidoreductase (decarboxylating),1,9.22,6.88,12.56,13.81,13.81,0.5
rxn17644,"spermidine:eIF5A-lysine 4-aminobutyltransferase (propane-1,3-diamine-f",1,2.29,1.15,1.32,1.99,2.29,0.5
rxn27954,Isocitrate dehydrogenase (NAD+),1,9.22,6.88,12.56,13.81,13.81,0.5
rxn00299,"GTP 7,8-8,9-dihydrolase",1,7.34,3.61,5.12,3.27,7.34,0.49
rxn00302,"GTP 8,9-hydrolase",1,7.34,3.61,5.12,3.27,7.34,0.49
rxn01199,ATP:D-xylulose 5-phosphotransferase,1,0.62,1.15,0.93,2.34,2.34,0.49
rxn03174,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine ",1,7.34,3.61,5.12,3.27,7.34,0.49
rxn03419,formamidopyrimidine nucleoside triphosphate amidohydrolase,1,7.34,3.61,5.12,3.27,7.34,0.49
rxn03421,"2,5-Diaminopyrimidine nucleoside triphosphate mutase",1,7.34,3.61,5.12,3.27,7.34,0.49
rxn33969,GTP Cyclohydrolase I,1,7.34,3.61,5.12,3.27,7.34,0.49
rxn00070,glutathione:NAD+ oxidoreductase,1,7.04,3.94,2.58,8.17,8.17,0.48
rxn00086,glutathione:NADP+ oxidoreductase,1,7.04,3.94,2.58,8.17,8.17,0.48
rxn00426,L-Serine hydro-lyase,1,1.2,0.58,1.13,0.13,1.2,0.48
rxn00470,L-ornithine carboxy-lyase (putrescine-forming),1,27.12,18.57,38.6,28.01,38.6,0.48
rxn01101,3-Phospho-D-glycerate:NAD+ 2-oxidoreductase,1,2.03,3.7,7.67,5.51,7.67,0.48
rxn01452,(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase,1,2.08,1.97,3.13,4.09,4.09,0.48
rxn02306,(S)-3-Hydroxybutanoate:2-oxoglutarate oxidoreductase,2,3.54,2.55,2.1,5.33,5.33,0.48
rxn03861,(S)-3-Hydroxybutanoyl-CoA:NADP+ oxidoreductase,1,2.08,1.97,3.13,4.09,4.09,0.48
rxn04750,(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase,1,2.08,1.97,3.13,4.09,4.09,0.48
rxn05816,Deoxyadenosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-di,4,1.82,1.4,2.45,2.93,2.93,0.48
rxn05817,Deoxyguanosine 5'-triphosphate:DNA deoxynucleotidyltransferase (DNA-di,4,1.82,1.4,2.45,2.93,2.93,0.48
rxn05818,Deoxycytidine triphosphate:DNA deoxynucleotidyltransferase (DNA-direct,4,1.82,1.4,2.45,2.93,2.93,0.48
rxn05819,deoxythymidine triphosphate:DNA deoxynucleotidyltransferase (DNA-direc,4,1.82,1.4,2.45,2.93,2.93,0.48
rxn05820,Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase,5,1.82,1.4,2.45,2.93,2.93,0.48
rxn10432,R08198,1,2.03,3.7,7.67,5.51,7.67,0.48
rxn11732,R08198,1,2.03,3.7,7.67,5.51,7.67,0.48
rxn14245,2-Aminoacrylate aminohydrolase,1,1.2,0.58,1.13,0.13,1.2,0.48
rxn14250,ethylnitronate:oxygen 2-oxidoreductase (nitrite-forming),2,29.48,14.14,20.93,8.41,29.48,0.48
rxn15041,Deoxynucleoside triphosphate:DNA deoxynucleotidyltransferase,5,1.82,1.4,2.45,2.93,2.93,0.48
rxn15726,R08198,1,2.03,3.7,7.67,5.51,7.67,0.48
rxn17393,nitronate monooxygenase,2,29.48,14.14,20.93,8.41,29.48,0.48
rxn19632,terminal addition enzyme,5,1.82,1.4,2.45,2.93,2.93,0.48
rxn30044,Ornithine Decarboxylase,1,27.12,18.57,38.6,28.01,38.6,0.48
rxn40978,rxn40978,2,3.54,2.55,2.1,5.33,5.33,0.48
rxn41730,rxn41730,1,7.04,3.94,2.58,8.17,8.17,0.48
rxn44386,rxn44386,2,29.48,14.14,20.93,8.41,29.48,0.48
rxn00056,Fe(II):oxygen oxidoreductase,1,6.62,3.12,3.35,3.94,6.62,0.47
rxn03034,Homoisocitrate hydro-lyase,1,0.62,1.4,2.99,2.67,2.99,0.47
rxn17699,EnvZ,7,23.09,20.72,43.63,8.36,43.63,0.47
rxn01917,ATP:N-acetyl-L-glutamate 5-phosphotransferase,2,2.76,1.97,2.7,4.3,4.3,0.46
rxn02305,2-methyl-4-amino-5-hydroxymethylpyrimidine-diphosphate:4-methyl-5-(2-p,1,1.35,1.15,2.52,0.68,2.52,0.46
rxn02465,N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphryla,2,2.76,1.97,2.7,4.3,4.3,0.46
rxn03075,ATP:4-methyl-5-(2-hydroxyethyl)-thiazole 2-phosphotransferase,1,1.35,1.15,2.52,0.68,2.52,0.46
rxn06094,Dextrin 6-alpha-D-glucanohydrolase,1,9.01,4.19,4.57,4.37,9.01,0.46
rxn06620,Dolichyl-diphosphooligosaccharide:protein-L-asparagine oligopolysaccha,1,8.43,5.67,12.23,4.48,12.23,0.46
rxn06881,"1,4-alpha-D-Glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase",1,9.01,4.19,4.57,4.37,9.01,0.46
rxn08126,Amylomaltase (maltotriose),2,9.01,4.19,4.57,4.37,9.01,0.46
rxn08127,Amylomaltase (maltotetraose),2,9.01,4.19,4.57,4.37,9.01,0.46
rxn08128,Amylomaltase (maltopentaose),2,9.01,4.19,4.57,4.37,9.01,0.46
rxn08129,Amylomaltase (maltohexaose),1,9.01,4.19,4.57,4.37,9.01,0.46
rxn15532,"1,4-alpha-D-Glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase",1,9.01,4.19,4.57,4.37,9.01,0.46
rxn15533,"1,4-alpha-D-Glucan:1,4-alpha-D-glucan 4-alpha-D-glycosyltransferase",1,9.01,4.19,4.57,4.37,9.01,0.46
