protein_id	sprot_acc	pident	evalue	protein_name	EC	GO	KEGG
KAN1670973.1	O43043	30.3	3.9e-10	Sterol regulatory element-binding protein cleavage-activating protein		GO:0000139;GO:0005783;GO:0005789;GO:0006357;GO:0008202;GO:0032933;GO:0032934;GO:0032936;GO:0045540;GO:0070452;GO:0071456;GO:0098554	spo:2541065
KAN1670974.1	G0S5Q0	47.2	2.1e-33	Pyruvate dehydrogenase complex protein X component, mitochondrial		GO:0004742;GO:0005739;GO:0006086;GO:0045254	cthr:CTHT_0025050
KAN1670975.1	Q4ILH3	34.6	8.0e-24	GPI ethanolamine phosphate transferase 1	2.-.-.-	GO:0005789;GO:0006506;GO:0051377;GO:0071555	fgr:FGSG_01935
KAN1670976.1	Q7SAP1	49.9	4.0e-101	GPI ethanolamine phosphate transferase 1	2.-.-.-	GO:0005789;GO:0006506;GO:0051377;GO:0071555	ncr:NCU07999
KAN1670977.1	P17871	90.6	4.5e-110	TATA-box-binding protein		GO:0000120;GO:0000126;GO:0000979;GO:0000995;GO:0001006;GO:0001181;GO:0005634;GO:0005669;GO:0006352;GO:0006359;GO:0006361;GO:0006367;GO:0016251;GO:0070898	spo:2541582
KAN1670978.1	Q09692	65.6	2.4e-185	Tryptophan--tRNA ligase, cytoplasmic	6.1.1.2	GO:0002181;GO:0004830;GO:0005524;GO:0005737;GO:0005829;GO:0006436	spo:2541841
KAN1670979.1	B9F166	37.1	1.0e-36	Probable cytokinin riboside 5'-monophosphate phosphoribohydrolase LOGL2	3.2.2.n1	GO:0005634;GO:0005829;GO:0009691;GO:0102682	osa:107275650
KAN1670980.1	P0CO06	48.9	3.8e-131	Histone acetyltransferase type B catalytic subunit	2.3.1.48 {ECO:0000250|UniProtKB:Q12341}	GO:0000781;GO:0005634;GO:0005737;GO:0006281;GO:0010485;GO:0031509;GO:0042393	cne:CNA05430
KAN1670981.1	T2KLZ3	35.0	2.3e-49	Unsaturated glucuronyl hydrolase	3.2.1.- {ECO:0000269|PubMed:31285597}	GO:0000272;GO:0009986;GO:0052757	
KAN1670987.1	Q54YS0	55.1	1.3e-14	DNA-binding protein DDB_G0278111		GO:0003677;GO:0005634;GO:0005829	ddi:DDB_G0278111
KAN1670991.1	Q1RJT3	41.7	1.2e-15	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	2.3.1.12	GO:0004742;GO:0006086;GO:0045254	rbe:RBE_0300
KAN1670993.1	Q10100	63.7	2.5e-49	Nuclear transport factor 2		GO:0005634;GO:0005635;GO:0005829;GO:0006606;GO:0031267;GO:0031965;GO:0044613;GO:0061608	
KAN1670995.1	T2KLZ3	40.5	6.3e-36	Unsaturated glucuronyl hydrolase	3.2.1.- {ECO:0000269|PubMed:31285597}	GO:0000272;GO:0009986;GO:0052757	
KAN1670996.1	Q9URZ5	62.2	2.7e-288	Vacuolar protein sorting-associated protein 1		GO:0003924;GO:0005525;GO:0005737;GO:0005777;GO:0005794;GO:0005874;GO:0006897;GO:0007031;GO:0008017;GO:0016020;GO:0016559;GO:0042144;GO:0099050;GO:1990606	
KAN1670997.1	Q8NJ73	55.4	1.7e-126	Endo-1,4-beta-xylanase 6	3.2.1.8	GO:0005576;GO:0030248;GO:0031176;GO:0045493	
KAN1671001.1	Q9C9G6	53.9	1.1e-48	Protein AE7		GO:0005634;GO:0005737;GO:0006259;GO:0006974;GO:0007059;GO:0009944;GO:0010209;GO:0016226;GO:0042127;GO:0051604;GO:0051726;GO:1990067	ath:AT1G68310
KAN1671002.1	Q9VWB1	32.1	5.1e-33	DCN1-like protein 4		GO:0000151;GO:0005634;GO:0031624;GO:0032182;GO:0045116;GO:0097602;GO:2000435	dme:Dmel_CG6597
KAN1671004.1	Q5AW25	49.9	5.5e-255	Alpha-xylosidase	3.2.1.177 {ECO:0000269|PubMed:16844780}	GO:0004553;GO:0005576;GO:0010411;GO:0030246;GO:0061634	ani:ANIA_07505
KAN1671005.1	Q6HA23	57.7	7.8e-182	Glutathione reductase	1.8.1.7	GO:0004362;GO:0005739;GO:0005829;GO:0006749;GO:0034599;GO:0045454;GO:0050660;GO:0050661	kla:KLLA0_E24069g
KAN1671008.1	P12887	50.4	1.2e-75	Uracil-DNA glycosylase	3.2.2.27 {ECO:0000255|HAMAP-Rule:MF_03166}	GO:0004844;GO:0005634;GO:0005739;GO:0006281;GO:0097510	sce:YML021C
KAN1671009.1	Q09818	55.2	4.6e-73	Putative general negative regulator of transcription C16C9.04c		GO:0000289;GO:0003723;GO:0004842;GO:0005634;GO:0005829;GO:0006351;GO:0008270;GO:0016567;GO:0030014;GO:0030015;GO:0031047;GO:0032968;GO:0061630;GO:0120271	spo:2542325
KAN1671010.1	Q94AX4	42.9	6.2e-109	D-lactate dehydrogenase [cytochrome], mitochondrial	1.1.2.4 {ECO:0000269|PubMed:14966218, ECO:0000269|PubMed:19586914}	GO:0004458;GO:0005524;GO:0005739;GO:0005886;GO:0008720;GO:0009507;GO:0019154;GO:0042802;GO:0050660;GO:0051596;GO:0071949;GO:1903457	ath:AT5G06580
KAN1671015.1	O59948	71.3	7.1e-227	Eukaryotic peptide chain release factor subunit 1		GO:0003747;GO:0018444	
KAN1671017.1	A0A084AFG6	37.2	3.0e-66	Taurine hydroxylase-like protein SAT17	1.-.-.- {ECO:0000305|PubMed:25015739}	GO:0016491	
KAN1671022.1	B9WYE6	51.0	1.5e-106	Versiconal hemiacetal acetate reductase	1.1.1.353	GO:0005829;GO:0102974;GO:0102975;GO:0102976	ag:BAH24200
KAN1671024.1	A0A0E3D8M4	40.2	3.6e-127	Monooxygenase PC-14	1.-.-.- {ECO:0000305|PubMed:26213965}	GO:0004499;GO:0050660;GO:0050661	
KAN1671026.1	B0XPE7	40.3	0.0e+00	TATA-binding protein-associated factor mot1	3.6.4.- {ECO:0000250|UniProtKB:P32333}	GO:0000228;GO:0003677;GO:0004386;GO:0005524;GO:0006364;GO:0016887;GO:0017025;GO:0042790;GO:0045892;GO:0045898	
KAN1671027.1	Q9W0M3	38.9	6.2e-43	Jumonji C domain-containing protein 5	1.14.11.73 {ECO:0000250|UniProtKB:Q8N371};3.4.-.- {ECO:0000250|UniProtKB:Q8N371}	GO:0000086;GO:0003682;GO:0005634;GO:0005654;GO:0005829;GO:0016787;GO:0045892;GO:0046872;GO:0048512;GO:0051864;GO:0106157	dme:Dmel_CG13902
KAN1671029.1	P81296	51.5	3.9e-73	Ribonuclease Le2	4.6.1.19	GO:0003723;GO:0005576;GO:0006401;GO:0016787;GO:0033897	
KAN1671030.1	Q9P7K9	46.8	2.2e-78	Putative aldehyde dehydrogenase-like protein C21C3	1.2.1.-	GO:0004029;GO:0005634;GO:0005737;GO:0005829	spo:2540508
KAN1671032.1	Q6BJY4	35.5	3.2e-32	KNR4/SMI1 homolog 2		GO:0043332;GO:0070880	dha:DEHA2F26422g
KAN1671033.1	Q99161	43.3	5.1e-44	Translocation protein SEC62		GO:0005783;GO:0005789;GO:0008320;GO:0016020;GO:0031204	yli:2907281
KAN1671034.1	B9WYE6	47.8	1.3e-93	Versiconal hemiacetal acetate reductase	1.1.1.353	GO:0005829;GO:0102974;GO:0102975;GO:0102976	ag:BAH24200
KAN1671035.1	Q9W058	51.9	5.9e-170	Succinyl-CoA:3-ketoacid-coenzyme A transferase, mitochondrial	2.8.3.5 {ECO:0000255|PIRNR:PIRNR000858, ECO:0000269|PubMed:24100554}	GO:0005739;GO:0008260;GO:0046952;GO:1902224	dme:Dmel_CG1140
KAN1671036.1	Q17A58	30.4	3.5e-28	Twinfilin		GO:0003785;GO:0005884;GO:0005938;GO:0010591;GO:0010976;GO:0030016;GO:0030042;GO:0051015;GO:0051016	aag:5566462
KAN1671038.1	Q9LU46	61.1	1.6e-219	DEAD-box ATP-dependent RNA helicase 35	3.6.4.13	GO:0000398;GO:0003724;GO:0003729;GO:0005524;GO:0005634;GO:0005681;GO:0005737;GO:0008270;GO:0016887	ath:AT5G51280
KAN1671039.1	Q6C7K8	39.0	2.8e-18	Chromatin modification-related protein EAF1		GO:0003682;GO:0005634;GO:0006281;GO:0006325;GO:0006351;GO:0035267	yli:2910300
KAN1671040.1	A2QX52	37.6	9.4e-84	Probable glucan 1,3-beta-glucosidase D	3.2.1.58	GO:0004338;GO:0005576;GO:0005886;GO:0009251;GO:0009986;GO:0071555	ang:An11g07660
KAN1671043.1	O74113	33.9	7.8e-89	Cell division control protein 45 homolog		GO:0000727;GO:0000785;GO:0003682;GO:0003688;GO:0003697;GO:0005634;GO:0005829;GO:0006270;GO:0031261;GO:0031573;GO:0043596;GO:1902977	spo:2542266
KAN1671045.1	D4B0V1	42.8	4.1e-170	Probable glucan endo-1,3-beta-glucosidase ARB_02077	3.2.1.39 {ECO:0000250|UniProtKB:P53626}	GO:0004650;GO:0005576;GO:0042973	abe:ARB_02077
KAN1671047.1	D4B0V1	39.6	3.4e-212	Probable glucan endo-1,3-beta-glucosidase ARB_02077	3.2.1.39 {ECO:0000250|UniProtKB:P53626}	GO:0004650;GO:0005576;GO:0042973	abe:ARB_02077
KAN1671049.1	Q89WA9	38.6	3.3e-135	Translation initiation factor IF-2		GO:0003743;GO:0003924;GO:0005525;GO:0005737;GO:0005829;GO:0006413	bja:bll0783
KAN1671052.1	O74184	60.1	1.4e-110	Target of rapamycin complex subunit wat1		GO:0000329;GO:0001558;GO:0005634;GO:0005829;GO:0007584;GO:0009267;GO:0030435;GO:0031929;GO:0031931;GO:0031932;GO:0032956;GO:0038202;GO:0038203;GO:0051321;GO:0051726	spo:2540645
KAN1671053.1	Q9C102	66.0	0.0e+00	Glutamate synthase [NADH]	1.4.1.14 {ECO:0000269|PubMed:7773104}	GO:0005506;GO:0005759;GO:0005829;GO:0006537;GO:0010181;GO:0016040;GO:0016639;GO:0019676;GO:0050660;GO:0051538;GO:0097054	spo:2543509
KAN1671054.1	Q9UUD8	34.7	9.8e-62	Uncharacterized peptidase C18A7.01	3.4.-.-	GO:0005783;GO:0005794;GO:0006508;GO:0016805;GO:0046872;GO:0070006	spo:2540809
KAN1671055.1	Q9C102	64.2	1.1e-98	Glutamate synthase [NADH]	1.4.1.14 {ECO:0000269|PubMed:7773104}	GO:0005506;GO:0005759;GO:0005829;GO:0006537;GO:0010181;GO:0016040;GO:0016639;GO:0019676;GO:0050660;GO:0051538;GO:0097054	spo:2543509
KAN1671056.1	Q9UUD8	34.5	1.8e-61	Uncharacterized peptidase C18A7.01	3.4.-.-	GO:0005783;GO:0005794;GO:0006508;GO:0016805;GO:0046872;GO:0070006	spo:2540809
KAN1671059.1	A0A286LF01	37.6	2.5e-107	Major facilitator-type transporter psiT2		GO:0016020;GO:0022857	
KAN1671061.1	Q8IS64	30.7	2.2e-101	Endothelin-converting enzyme homolog	3.4.24.- {ECO:0000250|UniProtKB:P42892}	GO:0004175;GO:0004222;GO:0005886;GO:0008270;GO:0016485	
KAN1671062.1	P32335	34.2	3.2e-52	Protein MSS51, mitochondrial		GO:0005739;GO:0005743;GO:0006397;GO:0008380;GO:0033617;GO:0045182;GO:0050821;GO:0070130;GO:0070131	sce:YLR203C
KAN1671063.1	O94153	60.1	2.5e-72	Imidazoleglycerol-phosphate dehydratase	4.2.1.19	GO:0000105;GO:0004424	
KAN1671066.1	A0A1V0QS34	44.6	2.2e-78	Short-chain dehydrogenase/reductase eriB	1.1.1.- {ECO:0000305|PubMed:28371074}	GO:0016491	
KAN1671069.1	Q0CJC5	32.2	6.1e-39	Trans-enoyl reductase pgmF	1.-.-.- {ECO:0000305|PubMed:35351612}	GO:0000166;GO:0005739;GO:0016491	
KAN1671070.1	A0A1W5T4X6	30.1	4.3e-41	Trans-enoyl reductase poxH	1.-.-.- {ECO:0000305|PubMed:28365998}	GO:0000166;GO:0005739;GO:0016491	
KAN1671072.1	O14027	81.0	7.0e-149	Probable pyridoxal 5'-phosphate synthase subunit PDX1	4.3.3.6	GO:0005829;GO:0006520;GO:0008615;GO:0016843;GO:0036381;GO:0042823;GO:1903600	spo:2542689
KAN1671080.1	Q9UT84	34.7	4.8e-21	Phospholipid scramblase family protein C343.06c		GO:0005739;GO:0005886;GO:0007006;GO:0017121;GO:0017128	spo:2543151
KAN1671083.1	J9VDQ4	38.4	4.2e-73	Vacuolar calcium ion transporter		GO:0000329;GO:0005774;GO:0006874;GO:0015369;GO:0140146	cng:CNAG_00025
KAN1671084.1	J9VDQ4	38.0	9.6e-86	Vacuolar calcium ion transporter		GO:0000329;GO:0005774;GO:0006874;GO:0015369;GO:0140146	cng:CNAG_00025
KAN1671088.1	P33723	91.3	1.5e-101	GTP-binding protein ypt1		GO:0000045;GO:0000139;GO:0003924;GO:0005525;GO:0005789;GO:0006886;GO:0012505;GO:0034045	ncr:NCU08477
KAN1671091.1	P0CP24	32.8	7.7e-15	Nucleolar protein 16		GO:0005730;GO:0006364;GO:0042273;GO:1990904	cne:CNC00240
KAN1671092.1	Q8K370	38.1	1.2e-16	Acyl-CoA dehydrogenase family member 10	1.3.99.-	GO:0003995;GO:0005737;GO:0005739;GO:0033539;GO:0050660	mmu:71985
KAN1671093.1	P12815	47.8	1.0e-54	Programmed cell death protein 6		GO:0000287;GO:0001525;GO:0001938;GO:0005509;GO:0005634;GO:0005654;GO:0005737;GO:0005768;GO:0005783;GO:0005789;GO:0005829;GO:0006886;GO:0006888;GO:0006915;GO:0010595;GO:0014029;GO:0014032;GO:0030127;GO:0030674;GO:0030948;GO:0031410;GO:0031463;GO:0032007;GO:0034605;GO:0036324;GO:0042802;GO:0042803;GO:0043065;GO:0043495;GO:0045766;GO:0046982;GO:0046983;GO:0048208;GO:0048306;GO:0048471;GO:0051592;GO:0051898;GO:0070971;GO:1902527;GO:1990756	mmu:18570
KAN1671094.1	Q8LPS1	41.6	1.8e-146	Long chain acyl-CoA synthetase 6, peroxisomal	6.2.1.3 {ECO:0000269|PubMed:12177484, ECO:0000269|PubMed:12366803}	GO:0004467;GO:0005524;GO:0005777;GO:0005783;GO:0005829;GO:0006631;GO:0009507;GO:0010193;GO:0016020;GO:0046861	ath:AT3G05970
KAN1671095.1	Q0CJC5	33.8	1.7e-44	Trans-enoyl reductase pgmF	1.-.-.- {ECO:0000305|PubMed:35351612}	GO:0000166;GO:0005739;GO:0016491	
KAN1671096.1	Q5BKF8	39.2	1.1e-48	Cyclin-L2		GO:0006351;GO:0006357;GO:0006397;GO:0008380;GO:0016538;GO:0016607	xtr:595011
KAN1671099.1	Q0CJC5	34.3	2.7e-46	Trans-enoyl reductase pgmF	1.-.-.- {ECO:0000305|PubMed:35351612}	GO:0000166;GO:0005739;GO:0016491	
KAN1671101.1	Q3B7M2	44.1	1.1e-64	Hydroxyacylglutathione hydrolase, mitochondrial	3.1.2.6 {ECO:0000250|UniProtKB:Q16775}	GO:0004416;GO:0005739;GO:0005759;GO:0006749;GO:0019243;GO:0046872	bta:509274
KAN1671103.1	Q9U5L1	39.9	2.1e-127	Signal recognition particle receptor subunit alpha homolog		GO:0003723;GO:0003924;GO:0005047;GO:0005525;GO:0005785;GO:0005789;GO:0006617;GO:0006886;GO:0007409;GO:0012505;GO:0016020;GO:0045047;GO:0050708	dme:Dmel_CG2522
KAN1671104.1	P0CO08	59.0	0.0e+00	Pre-mRNA-splicing factor SYF1		GO:0000349;GO:0000398;GO:0000974;GO:0071007;GO:0071014	cne:CNE01310
KAN1671105.1	O94412	34.4	5.4e-50	Geranylgeranyl transferase type-2 subunit alpha	2.5.1.60	GO:0004663;GO:0005634;GO:0005737;GO:0005829;GO:0005968;GO:0006888;GO:0018344;GO:0031267;GO:0032153;GO:0044732;GO:0072659	spo:2539343
KAN1671107.1	O14206	38.8	2.8e-60	Brix domain-containing protein C1B9.03c		GO:0000463;GO:0005730;GO:0019843;GO:0030687;GO:0180023	spo:2542610
KAN1671108.1	P9WES7	57.6	1.5e-56	Putative holocytochrome-c1 synthase	4.4.1.17 {ECO:0000250|UniProtKB:Q00873}	GO:0004408;GO:0005743;GO:0046872	
KAN1671109.1	Q0S7Q1	39.2	3.2e-41	(3aS,4S,5R,7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxyl-CoA dehydrogenase	1.3.1.- {ECO:0000250|UniProtKB:P71847}	GO:0000166;GO:0006707;GO:0018580	rha:RHA1_ro04649
KAN1671111.1	P16912	56.1	4.4e-114	cAMP-dependent protein kinase catalytic subunit 3	2.7.11.1	GO:0004691;GO:0005524;GO:0005829;GO:0005952;GO:0007155;GO:0007189;GO:0007476;GO:0106310	dme:Dmel_CG6117
KAN1671112.1	Q21215	36.2	2.2e-07	Small ribosomal subunit protein RACK1		GO:0000281;GO:0000776;GO:0005080;GO:0005634;GO:0005635;GO:0005737;GO:0005813;GO:0005829;GO:0005840;GO:0008045;GO:0009792;GO:0030334;GO:0030424;GO:0030426;GO:0033365;GO:0040038;GO:0043022;GO:0044297;GO:0045182;GO:0050832;GO:0051304;GO:0061760;GO:0072344;GO:1990904;GO:2001125	cel:CELE_K04D7.1
KAN1671116.1	O14466	66.8	4.8e-118	Dolichol-phosphate mannosyltransferase	2.4.1.83 {ECO:0000250|UniProtKB:O60762}	GO:0004582;GO:0005737;GO:0005783;GO:0005789;GO:0006488;GO:0006506;GO:0033185;GO:0035269;GO:0046872;GO:0180047	spo:2543121
KAN1671117.1	Q9SXU1	68.2	1.5e-94	Proteasome subunit alpha type-7		GO:0005634;GO:0005737;GO:0006511;GO:0019773	cam:101498666
KAN1671118.1	Q3T9Z9	36.5	1.7e-14	Zinc finger-containing ubiquitin peptidase 1	3.4.19.12 {ECO:0000250|UniProtKB:Q96AP4}	GO:0000976;GO:0003700;GO:0004843;GO:0005634;GO:0005654;GO:0005829;GO:0006355;GO:0008270	mmu:72580
KAN1671119.1	O74741	44.0	3.1e-78	4,5-DOPA dioxygenase extradiol-like protein	1.13.-.-	GO:0005634;GO:0005829;GO:0008198;GO:0008270;GO:0016702	spo:2540104
KAN1671120.1	O94684	34.9	9.7e-48	RNA polymerase II transcription factor B subunit 3		GO:0000112;GO:0005634;GO:0005675;GO:0005829;GO:0006281;GO:0006289;GO:0006357;GO:0006367;GO:0008270;GO:0016251;GO:0061575;GO:0061630;GO:0070985	spo:2540684
KAN1671124.1	P28584	39.5	5.3e-82	Low-affinity potassium transport protein		GO:0005886;GO:0006874;GO:0015079;GO:0030007;GO:0042391;GO:0071944;GO:0140107;GO:1990573	sce:YKR050W
KAN1671125.1	C0LGP4	32.5	4.8e-06	Probable LRR receptor-like serine/threonine-protein kinase At3g47570	2.7.11.1	GO:0004674;GO:0005524;GO:0005886;GO:0009617;GO:0106310	ath:AT3G47570
KAN1671126.1	Q9X7P6	30.8	1.2e-21	D-amino-acid oxidase	1.4.3.3 {ECO:0000305|Ref.2}	GO:0003884;GO:0005737;GO:0009274;GO:0019478;GO:0071949	sco:SCO6740
KAN1671130.1	Q9XTI0	45.1	3.7e-69	Probable 3-hydroxyisobutyrate dehydrogenase, mitochondrial	1.1.1.31	GO:0005739;GO:0006574;GO:0008442;GO:0050661;GO:0051287	cel:CELE_B0250.5
KAN1671132.1	Q9X7P6	31.3	6.7e-22	D-amino-acid oxidase	1.4.3.3 {ECO:0000305|Ref.2}	GO:0003884;GO:0005737;GO:0009274;GO:0019478;GO:0071949	sco:SCO6740
KAN1671133.1	O13983	37.1	1.3e-209	ATP-dependent helicase hrq1	5.6.2.4 {ECO:0000269|PubMed:22064477}	GO:0000405;GO:0005524;GO:0005634;GO:0006289;GO:0016887;GO:0035861;GO:0036297;GO:0043138;GO:0070914;GO:1901255	spo:2542036
KAN1671134.1	Q9P7X5	34.7	2.0e-88	Protein kinase domain-containing protein ppk32		GO:0004674;GO:0005524;GO:0005737;GO:1904262	spo:2541327
KAN1671135.1	Q09868	36.3	3.7e-35	RNA-binding post-transcriptional regulator cip2		GO:0000380;GO:0003729;GO:0005634;GO:0005737;GO:0005829;GO:0071014	spo:2543139
KAN1671136.1	P56616	63.9	3.8e-63	Ubiquitin-conjugating enzyme E2 C	2.3.2.23;2.3.2.24	GO:0005524;GO:0005680;GO:0006511;GO:0010458;GO:0010994;GO:0031145;GO:0051301;GO:0061631;GO:0070979	xla:444775
KAN1671138.1	Q9HGL2	31.4	5.6e-41	Uncharacterized calcium-binding protein C800.10c		GO:0000147;GO:0005509;GO:0005737;GO:0005886;GO:0005938;GO:0006886;GO:0006897;GO:0016197;GO:0030479;GO:0030674;GO:0032153;GO:0035838	spo:2540824
KAN1671140.1	O46563	34.1	1.1e-82	V-type proton ATPase subunit H		GO:0000221;GO:0005829;GO:0006897;GO:0030665;GO:0045851;GO:0046961;GO:1902600	bta:282657
KAN1671142.1	Q10480	48.3	9.5e-83	Nuclease 1, mitochondrial	3.1.30.-	GO:0000014;GO:0003676;GO:0004520;GO:0004521;GO:0004536;GO:0004540;GO:0005634;GO:0005739;GO:0005743;GO:0006309;GO:0006401;GO:0046872	spo:2542291
KAN1671146.1	Q9NZC7	32.6	4.5e-29	WW domain-containing oxidoreductase	1.1.1.-	GO:0003713;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005764;GO:0005794;GO:0005829;GO:0006915;GO:0016055;GO:0016491;GO:0019899;GO:0030178;GO:0042802;GO:0045944;GO:0048705;GO:0071560;GO:0090575;GO:2001238	hsa:51741
KAN1671147.1	Q7Z9Z2	95.3	0.0e+00	Tubulin gamma chain		GO:0000278;GO:0000930;GO:0005525;GO:0005816;GO:0005874;GO:0007020;GO:0031122	cci:CC1G_05145
KAN1671150.1	Q9URX1	48.1	9.7e-140	UNC93-like protein C922.05c		GO:0005737;GO:0016020;GO:0022857	spo:2543555
KAN1671154.1	O34389	46.2	3.6e-162	NAD-dependent malic enzyme 3	1.1.1.38 {ECO:0000269|PubMed:16788182}	GO:0004470;GO:0004471;GO:0005737;GO:0006108;GO:0008948;GO:0046872;GO:0051287	bsu:BSU29880
KAN1671155.1	Q96NR8	34.1	1.9e-31	Retinol dehydrogenase 12	1.1.1.300 {ECO:0000269|PubMed:12226107, ECO:0000269|PubMed:15865448}	GO:0001523;GO:0001917;GO:0004745;GO:0005789;GO:0007601;GO:0042572;GO:0045494;GO:0052650;GO:0060342;GO:0102354;GO:0110095	hsa:145226
KAN1671158.1	Q6FJN0	48.6	1.2e-33	Multiprotein-bridging factor 1		GO:0003677;GO:0005576;GO:0005634;GO:0005737;GO:0006351;GO:0043022;GO:0072344;GO:0140469;GO:1990145	cgr:2891574
KAN1671162.1	P0DO29	37.6	3.3e-101	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	GO:0016614;GO:0050660	
KAN1671164.1	P0CQ23	47.8	4.6e-295	FACT complex subunit SPT16		GO:0006260;GO:0006281;GO:0006368;GO:0010468;GO:0031491;GO:0035101	cnb:CNBC4930
KAN1671165.1	P87112	30.7	4.1e-280	General negative regulator of transcription subunit 1		GO:0000288;GO:0000289;GO:0000932;GO:0005634;GO:0005829;GO:0006351;GO:0017148;GO:0030014;GO:0030015;GO:0032968;GO:0060090	spo:2542001
KAN1671167.1	Q1HRV4	63.6	5.0e-16	Translation machinery-associated protein 7 homolog			aag:23687710
KAN1671168.1	O55106	39.4	1.6e-72	Striatin		GO:0005516;GO:0005737;GO:0005923;GO:0007626;GO:0008285;GO:0009966;GO:0014069;GO:0016055;GO:0016358;GO:0019904;GO:0030331;GO:0030425;GO:0030674;GO:0032991;GO:0043025;GO:0043197;GO:0044877;GO:0045211;GO:0051721;GO:0070016;GO:0090443;GO:0098794;GO:0098978;GO:0099159	mmu:268980
KAN1671171.1	Q7SB98	40.4	1.1e-39	Large ribosomal subunit protein uL15m		GO:0003735;GO:0005762;GO:0006412	ncr:NCU05714
KAN1671172.1	O15442	37.0	1.8e-31	Metallophosphoesterase domain-containing protein 1	3.1.-.-	GO:0004112	hsa:758
KAN1671179.1	Q1MTQ5	45.6	5.2e-114	Phospholipid-transporting ATPase accessory subunit mug89		GO:0005770;GO:0005783;GO:0005789;GO:0005794;GO:0005886;GO:0015247;GO:0016887;GO:0045332;GO:0051321;GO:1990531	spo:2539922
KAN1671180.1	Q2HJ88	42.0	6.0e-75	RNA 3'-terminal phosphate cyclase	6.5.1.4 {ECO:0000250|UniProtKB:O00442}	GO:0003963;GO:0005524;GO:0005634;GO:0005654;GO:0006396	bta:510469
KAN1671183.1	Q02906	40.0	2.1e-113	Alpha-amylase B	3.2.1.1	GO:0004556;GO:0005509;GO:0016052	
KAN1671184.1	P47843	31.6	3.4e-43	Solute carrier family 2, facilitated glucose transporter member 3		GO:0005354;GO:0005536;GO:0005886;GO:0015757;GO:0016020;GO:0033300;GO:0042995;GO:0043204;GO:0055056;GO:1904659	oas:443308
KAN1671186.1	B0DOB5	30.6	1.7e-36	Disheveled-associated activator of morphogenesis 1-A		GO:0001725;GO:0003779;GO:0005737;GO:0016055;GO:0030036;GO:0031267	
KAN1671187.1	Q9V576	34.3	8.1e-14	Putative phosphatidate phosphatase	3.1.3.4	GO:0005886;GO:0005918;GO:0006644;GO:0007165;GO:0007424;GO:0008195;GO:0008354;GO:0016328;GO:0016791;GO:0019991;GO:0030703;GO:0035233;GO:0035234;GO:0045177;GO:0045824;GO:0046839;GO:0050829	dme:Dmel_CG8804
KAN1671190.1	P30887	45.9	2.7e-78	Acid phosphatase	3.1.3.2	GO:0003993;GO:0005576;GO:0008252;GO:0046872	yli:2910307
KAN1671191.1	Q09698	31.2	1.8e-38	Uncharacterized protein C2F7.07c		GO:0000122;GO:0005634;GO:0006357;GO:0008270;GO:0032221;GO:0045815;GO:0060090;GO:0072686	spo:2541422
KAN1671192.1	Q9UT75	33.9	3.3e-65	tRNA dimethylallyltransferase	2.5.1.75	GO:0005524;GO:0005730;GO:0005739;GO:0006400;GO:0008270;GO:0052381	spo:2543065
KAN1671193.1	Q4FK66	60.8	7.3e-76	Pre-mRNA-splicing factor 38A		GO:0000398;GO:0005634;GO:0005654;GO:0071005;GO:0071011	mmu:230596
KAN1671194.1	O74478	43.8	2.5e-152	Probable phosphoribomutase	5.4.2.7 {ECO:0000250|UniProtKB:Q03262}	GO:0000287;GO:0005634;GO:0005829;GO:0006006;GO:0006166;GO:0008973	spo:2538920
KAN1671196.1	O74533	50.8	2.8e-35	Cytochrome b-c1 complex subunit 7		GO:0005739;GO:0005743;GO:0006122;GO:0045275;GO:0045333;GO:1902600	spo:2539439
KAN1671197.1	Q6XI71	61.2	1.1e-67	Nucleoside diphosphate kinase	2.7.4.6	GO:0000287;GO:0004550;GO:0005524;GO:0005880;GO:0006183;GO:0006228;GO:0006241;GO:0016301	
KAN1671201.1	Q875Q8	47.1	0.0e+00	Myosin-2		GO:0000146;GO:0005524;GO:0005737;GO:0005934;GO:0007015;GO:0010256;GO:0015031;GO:0016020;GO:0016459;GO:0031941;GO:0048308;GO:0051015	
KAN1671202.1	A0A7U2MMF3	33.7	2.3e-53	Zinc-type alcohol dehydrogenase B	1.1.1.1 {ECO:0000269|PubMed:39601562}	GO:0004022;GO:0008270	
KAN1671203.1	B2AC45	36.9	5.2e-21	Extracellular metalloprotease PODANS_2_14170	3.4.24.-	GO:0005576;GO:0006508;GO:0008237;GO:0046872	pan:PODANSg260
KAN1671204.1	J9VSG5	46.8	3.9e-91	Chitin synthase regulator 2		GO:0005886;GO:0006031;GO:0008047	cng:CNAG_07636
KAN1671205.1	P0CO40	45.5	2.2e-119	JmjC domain-containing histone demethylation protein 1	1.14.11.27 {ECO:0000250|UniProtKB:P40034}	GO:0003712;GO:0005634;GO:0006338;GO:0006351;GO:0006357;GO:0008270;GO:0032452;GO:0140680	
