protein_id	sprot_acc	pident	protein_name	EC	signal_peptide	n_TM_outside_signal	secreted
KAN1671224.1	Q9C1E9	47.1	Peroxisomal ATPase PEX6	3.6.4.- {ECO:0000250|UniProtKB:P33760}		0	0
KAN1671225.1	Q10490	52.3	Putative leucine--tRNA ligase, cytoplasmic	6.1.1.4		0	0
KAN1671231.1	O74990	31.5	Conserved oligomeric Golgi complex subunit 4			0	0
KAN1671233.1	Q6DFS6	67.6	Charged multivesicular body protein 2a			0	0
KAN1671235.1	P0CN76	48.9	Galactose-1-phosphate uridylyltransferase	2.7.7.12 {ECO:0000250|UniProtKB:P09148}		0	0
KAN1671237.1	Q9Y702	99.5	Actin-1	3.6.4.- {ECO:0000250|UniProtKB:P60010}		0	0
KAN1671238.1	Q9P4R4	58.4	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming]	1.5.1.10		0	0
KAN1671240.1	O13658	52.5	Uncharacterized transcriptional regulatory protein C27B12.11c			0	0
KAN1671242.1	Q09690	60.0	DYRK-family kinase pom1	2.7.12.1 {ECO:0000269|PubMed:19474792, ECO:0000269|PubMed:24508166, ECO:0000269|PubMed:25720772}		0	0
KAN1671243.1	P33299	72.4	26S proteasome regulatory subunit 7 homolog			0	0
KAN1671244.1	P31406	70.3	V-type proton ATPase catalytic subunit A	7.1.2.2 {ECO:0000250|UniProtKB:P17255}		0	0
KAN1671247.1	Q9LRE5	34.1	DNA polymerase delta small subunit	2.7.7.7		0	0
KAN1671248.1	Q96H20	42.6	Vacuolar-sorting protein SNF8			0	0
KAN1671251.1	O94616	45.1	DNA-directed RNA polymerases I and III subunit RPAC1			0	0
KAN1671252.1	Q6IVY4	35.5	Protein phosphatase Slingshot homolog	3.1.3.16;3.1.3.48		0	0
KAN1671253.1	A0A565D475	71.1	Glutamate decarboxylase 2	4.1.1.15 {ECO:0000305|PubMed:30484626}		0	0
KAN1671254.1	O54161	42.4	Extracellular exo-alpha-L-arabinofuranosidase	3.2.1.55	1-37	0	1
KAN1671260.1	Q0VCW4	34.0	L-serine dehydratase/L-threonine deaminase	4.3.1.17 {ECO:0000250|UniProtKB:P20132};4.3.1.19 {ECO:0000250|UniProtKB:P20132}		0	0
KAN1671262.1	P31434	46.3	Alpha-xylosidase	3.2.1.177		0	0
KAN1671264.1	P34736	62.3	Transketolase	2.2.1.1 {ECO:0000269|PubMed:27578891}		0	0
KAN1671265.1	A3CNR9	33.7	Ribonuclease Z	3.1.26.11 {ECO:0000255|HAMAP-Rule:MF_01818}		0	0
KAN1671267.1	F2T0J9	46.0	MFS-type efflux pump MFS2			12	0
KAN1671268.1	G4NH08	66.8	Glycogen synthase kinase 1	2.7.11.1 {ECO:0000269|PubMed:30776962}		0	0
KAN1671269.1	Q00659	41.3	Probable E3 ubiquitin ligase complex SCF subunit sconB			0	0
KAN1671270.1	Q8RWL6	30.0	Serine/threonine-protein kinase STY17	2.7.11.1 {ECO:0000269|PubMed:17090544}		0	0
KAN1671272.1	O74826	56.6	5-demethoxyubiquinone hydroxylase, mitochondrial	1.14.13.253 {ECO:0000255|HAMAP-Rule:MF_03194};1.14.99.60 {ECO:0000255|HAMAP-Rule:MF_03194}		0	0
KAN1671274.1	A4IGK4	36.4	RNA-binding protein 5			0	0
KAN1671275.1	P14306	40.5	Carboxypeptidase Y inhibitor			0	0
KAN1671278.1	O14255	41.2	Probable mannosyl-oligosaccharide glucosidase	3.2.1.106		1	0
KAN1671281.1	P87068	96.5	Autophagy-related protein 8			0	0
KAN1671283.1	Q08DH8	30.3	DNA repair protein XRCC3			0	0
KAN1671284.1	Q01752	62.9	Aryl-alcohol dehydrogenase [NADP(+)]	1.1.1.91		0	0
KAN1671285.1	O74377	49.0	Probable sulfate permease C3H7.02			13	0
KAN1671286.1	Q9Z1Z2	47.1	Serine-threonine kinase receptor-associated protein			0	0
KAN1671289.1	Q8BMZ5	30.0	tRNA-splicing endonuclease subunit Sen34	4.6.1.16		0	0
KAN1671291.1	Q01752	59.4	Aryl-alcohol dehydrogenase [NADP(+)]	1.1.1.91		0	0
KAN1671292.1	A0A1W5T4X6	32.4	Trans-enoyl reductase poxH	1.-.-.- {ECO:0000305|PubMed:28365998}		0	0
KAN1671293.1	P14068	65.0	Exportin-1			0	0
KAN1671294.1	Q6DER1	46.4	Malignant T-cell-amplified sequence 1			0	0
KAN1671296.1	P10505	41.8	Anaphase-promoting complex subunit 3			0	0
KAN1671297.1	O94501	75.4	T-complex protein 1 subunit alpha			0	0
KAN1671298.1	Q6NMR9	30.6	GDSL esterase/lipase At5g45920	3.1.1.-		0	0
KAN1671300.1	P14068	64.5	Exportin-1			0	0
KAN1671301.1	Q9P7V2	31.4	ATP-binding cassette transporter abc4	7.6.2.2		19	0
KAN1671304.1	O60059	36.5	Pumilio domain-containing protein C56F2.08c			0	0
KAN1671309.1	Q09843	53.7	Replication factor C subunit 2			0	0
KAN1671310.1	Q10284	72.3	Ribosome-associated molecular chaperone sks2	3.6.4.10		0	0
KAN1671311.1	V5ILE0	37.2	Small ribosomal subunit protein uS2m			0	0
KAN1671312.1	O94582	56.9	Probable anthranilate synthase component 1	4.1.3.27		0	0
KAN1671313.1	O43076	32.1	Protein shq1			0	0
KAN1671316.1	Q10094	55.1	Uncharacterized protein C11D3.15			0	0
KAN1671317.1	P82861	33.3	NADPH:adrenodoxin oxidoreductase, mitochondrial	1.18.1.6 {ECO:0000250|UniProtKB:P08165}		0	0
KAN1671318.1	Q09731	35.1	UBP9-binding protein bun107			0	0
KAN1671319.1	Q1DZ34	32.5	Protein SIP5			0	0
KAN1671320.1	Q4WND5	63.1	Endoplasmic reticulum calcium ATPase srcA	7.2.2.10 {ECO:0000305|PubMed:32487759}		10	0
KAN1671321.1	J9W0U6	47.4	Barwin-like protein 1		1-17	0	1
KAN1671322.1	J9W0U6	40.2	Barwin-like protein 1		1-17	0	1
KAN1671325.1	Q5AQL1	60.5	Alanine--tRNA ligase	6.1.1.7 {ECO:0000255|HAMAP-Rule:MF_03133}		0	0
KAN1671328.1	P07703	48.5	DNA-directed RNA polymerases I and III subunit RPAC1			0	0
KAN1671330.1	M3APK9	32.8	Aldo-keto reductase MYCFIDRAFT_156381	1.-.-.- {ECO:0000305|PubMed:30735556}		0	0
KAN1671331.1	V5NZC3	44.3	Aldo-keto reductase pigE	1.-.-.- {ECO:0000269|PubMed:28959415}	1-27	0	1
KAN1671332.1	V5NZC3	36.3	Aldo-keto reductase pigE	1.-.-.- {ECO:0000269|PubMed:28959415}	1-27	0	1
KAN1671333.1	P40915	59.0	NADH-ubiquinone oxidoreductase 24 kDa subunit, mitochondrial	7.1.1.2		0	0
KAN1671334.1	P72926	32.1	Voltage-dependent anion channel-forming protein sll1024			4	0
KAN1671338.1	Q9LSP7	56.7	Ubiquitin-conjugating enzyme E2 32	2.3.2.23		1	0
KAN1671339.1	A2VDN6	33.3	Splicing factor 3A subunit 1			0	0
KAN1671341.1	Q08I43	40.4	3'-5' exonuclease eri1	3.1.-.-		0	0
KAN1671344.1	A3KPP3	36.3	Ran guanine nucleotide release factor			0	0
KAN1671347.1	Q5BDP1	63.7	E3 ubiquitin-protein ligase RSP5	2.3.2.26		0	0
KAN1671348.1	P0CO64	53.3	mRNA cap guanine-N(7) methyltransferase	2.1.1.56 {ECO:0000250|UniProtKB:O43148}		0	0
KAN1671349.1	Q9USX1	34.4	Aminopeptidase 1	3.4.11.-		0	0
KAN1671352.1	P0CM30	33.6	Autophagy-related protein 2			0	0
KAN1671353.1	Q86B05	73.2	Probable ribosome biogenesis protein RLP24			0	0
KAN1671356.1	Q92373	36.5	Replication factor A protein 2			0	0
KAN1671358.1	O14350	42.3	Swi1-interacting protein swi3			0	0
KAN1671359.1	O13748	34.5	Alpha N-terminal protein methyltransferase 1	2.1.1.244		0	0
KAN1671360.1	E9P974	44.5	GTP:AMP phosphotransferase, mitochondrial	2.7.4.10 {ECO:0000255|HAMAP-Rule:MF_03169}		0	0
KAN1671361.1	Q4PI89	37.5	Transcription elongation factor SPT6			0	0
KAN1671364.1	O42700	66.6	Transaldolase	2.2.1.2 {ECO:0000250|UniProtKB:P0A870}		0	0
KAN1671365.1	P48567	34.8	tRNA pseudouridine synthase 4	5.4.99.25 {ECO:0000269|PubMed:9358157}		0	0
KAN1671366.1	A0A0A2JW93	49.5	Communesin biosynthesis cluster-specific transcription factor cnsN			0	0
KAN1671367.1	Q13423	51.7	NAD(P) transhydrogenase, mitochondrial	7.1.1.1 {ECO:0000250|UniProtKB:Q2RSB2}		14	0
KAN1671368.1	P87041	44.3	UDP-galactose transporter			6	0
KAN1671373.1	P41410	56.1	DNA repair protein rhp54	3.6.4.- {ECO:0000250|UniProtKB:P32863}		0	0
KAN1671375.1	Q06328	38.3	Vacuolar arginine/histidine antiporter YPQ2			7	0
KAN1671380.1	Q2G8Y0	50.4	Large ribosomal subunit protein uL3			0	0
KAN1671384.1	Q9P4E9	85.5	GTP-binding nuclear protein GSP1/Ran			0	0
KAN1671385.1	Q9HE13	42.3	Uncharacterized MFS-type transporter C1399.02			14	0
KAN1671386.1	Q9CPY6	52.9	Glucose-induced degradation protein 4 homolog			0	0
KAN1671387.1	Q9I3H5	36.0	Baeyer-Villiger monooxygenase	1.14.13.- {ECO:0000269|PubMed:18051317}		0	0
KAN1671388.1	J9VED5	54.4	Serine/threonine protein kinase CCK1	2.7.11.1 {ECO:0000269|PubMed:21926330}		0	0
KAN1671392.1	Q99MI7	42.8	NEDD8-activating enzyme E1 catalytic subunit	6.2.1.64 {ECO:0000250|UniProtKB:Q8TBC4}		0	0
KAN1671393.1	Q2KHX8	47.3	RNA 3'-terminal phosphate cyclase-like protein			0	0
KAN1671394.1	O14172	49.6	Siroheme biosynthesis protein met8	1.3.1.76;4.99.1.4		0	0
KAN1671395.1	P0CR50	54.2	Pre-mRNA-splicing factor SLT11			0	0
KAN1671396.1	Q9PFB2	42.9	Probable transporter XF_0766			4	0
KAN1671397.1	Q9US10	31.8	Uncharacterized membrane protein C6F6.13c			3	0
KAN1671398.1	O08760	41.4	N-glycosylase/DNA lyase	3.2.2.-;4.2.99.18		0	0
KAN1671399.1	Q9WUE4	35.2	GATOR1 complex protein NPRL2			0	0
KAN1671400.1	Q4PB56	37.7	Glycylpeptide N-tetradecanoyltransferase	2.3.1.97		0	0
KAN1671401.1	P32839	52.7	Mitochondrial chaperone BCS1	3.6.1.- {ECO:0000269|PubMed:10508156}		1	0
KAN1671402.1	Q9USM4	39.2	U1 snRNP-associated protein usp106			0	0
KAN1671405.1	O42915	51.0	Ubiquitin fusion degradation protein 1			0	0
KAN1671406.1	Q55DA6	50.5	Probable 18S rRNA (guanine-N(7))-methyltransferase	2.1.1.- {ECO:0000250|UniProtKB:O43709}		0	0
KAN1671407.1	P36149	52.7	Trafficking protein particle complex subunit BET3			0	0
KAN1671408.1	P53937	56.9	Small ribosomal subunit protein uS13m			0	0
KAN1671409.1	Q9Y247	48.6	Protein FAM50B			0	0
KAN1671410.1	O59941	60.8	V-type proton ATPase subunit D			0	0
KAN1671411.1	Q9FJX2	66.9	Large ribosomal subunit protein uL24y			0	0
KAN1671413.1	P50999	66.5	T-complex protein 1 subunit delta			0	0
KAN1671415.1	O13701	45.7	Transcription initiation factor TFIID subunit 7			0	0
KAN1671417.1	B0XMA2	63.9	Probable pectate lyase C	4.2.2.2	1-20	0	1
KAN1671419.1	A0MTA1	40.8	DNA repair nuclease APEX1	3.1.11.2 {ECO:0000250|UniProtKB:P27695};3.1.21.- {ECO:0000269|PubMed:16966376}		0	0
KAN1671421.1	Q5F3A6	32.4	Ubiquitin thioesterase OTU1	3.4.19.12 {ECO:0000250|UniProtKB:Q5VVQ6}		0	0
KAN1671426.1	V9TNS0	81.7	Xylosidase/arabinosidase 43A	3.2.1.37 {ECO:0000269|PubMed:24262572};3.2.1.55 {ECO:0000269|PubMed:24262572}		0	0
KAN1671432.1	O13848	39.3	NAD/NADP-dependent indole-3-acetaldehyde reductase	1.1.1.190 {ECO:0000269|PubMed:16813561};1.1.1.191 {ECO:0000269|PubMed:16813561}		0	0
KAN1671433.1	Q7SBD5	65.2	Large ribosomal subunit protein uL30			0	0
KAN1671434.1	P61517	36.8	Carbonic anhydrase 2	4.2.1.1 {ECO:0000269|PubMed:11316870}		0	0
KAN1671435.1	P50942	31.1	Polyphosphatidylinositol phosphatase INP52	3.1.3.- {ECO:0000269|PubMed:10224048};3.1.3.36 {ECO:0000269|PubMed:10224048}		0	0
KAN1671436.1	Q9XI60	35.4	Lipid phosphate phosphatase 2	3.1.3.-		6	0
KAN1671437.1	Q6FS31	50.0	Large ribosomal subunit protein bL27m			0	0
KAN1671438.1	Q54IA4	38.7	GPI mannosyltransferase 1	2.4.1.-		8	0
KAN1671439.1	O13808	36.9	Actin-depolymerizing factor gmf1			0	0
KAN1671442.1	P0C7B6	41.8	Type-1 glutamine synthetase 2	6.3.1.2		0	0
KAN1671446.1	Q8NI36	35.2	WD repeat-containing protein 36			0	0
KAN1671450.1	Q4P0I7	91.0	Small COPII coat GTPase SAR1	3.6.5.-		0	0
KAN1671451.1	Q7SB53	40.9	mRNA-capping enzyme subunit alpha	2.7.7.50 {ECO:0000250|UniProtKB:Q01159}		0	0
KAN1671453.1	O14057	43.2	Probable guanine deaminase	3.5.4.3		0	0
KAN1671454.1	P0CO61	46.8	Putative lipase ATG15	3.1.1.3		1	0
KAN1671456.1	P53332	39.7	Phosphopantetheine adenylyltransferase	2.7.7.3		0	0
KAN1671457.1	Q2TGJ1	31.6	Palmitoyltransferase ZDHHC18	2.3.1.225 {ECO:0000250|UniProtKB:Q9NUE0}		4	0
KAN1671460.1	A8E7C5	36.1	Phosphatidylinositide 4-phosphatase SAC2	3.1.3.- {ECO:0000250|UniProtKB:Q9Y2H2}		0	0
KAN1671461.1	P30656	69.8	Proteasome subunit beta type-5	3.4.25.1		0	0
KAN1671463.1	Q4P0K3	74.6	13 kDa ribonucleoprotein-associated protein			0	0
KAN1671464.1	P40984	75.5	SUMO-conjugating enzyme ubc9	2.3.2.-		0	0
KAN1671467.1	Q4WPG0	32.8	GPI mannosyltransferase 3	2.4.1.-		7	0
KAN1671468.1	P58780	32.9	Adenosine deaminase 2	3.5.4.4 {ECO:0000250|UniProtKB:Q9NZK5}	1-24	0	1
KAN1671469.1	P57724	35.5	Poly(rC)-binding protein 4			0	0
KAN1671470.1	Q08235	55.2	Ribosome biogenesis protein BRX1			0	0
KAN1671473.1	A0JNU3	37.0	60 kDa lysophospholipase	3.1.1.47 {ECO:0000250|UniProtKB:O88202};3.1.1.5 {ECO:0000250|UniProtKB:O88202};3.5.1.1 {ECO:0000250|UniProtKB:O88202}		0	0
KAN1671474.1	A8NEP3	78.9	Tryptophan synthase	4.2.1.20		0	0
KAN1671475.1	Q01752	63.6	Aryl-alcohol dehydrogenase [NADP(+)]	1.1.1.91		0	0
KAN1671476.1	B0CS18	78.3	Translation factor GUF1, mitochondrial	3.6.5.-		0	0
KAN1671477.1	Q8WUD4	35.9	Coiled-coil domain-containing protein 12			0	0
KAN1671478.1	Q10294	32.1	cAMP-independent regulatory protein pac2			0	0
KAN1671480.1	Q9FNN2	34.9	WD repeat-containing protein 26 homolog			0	0
KAN1671485.1	O13752	43.0	Uncharacterized TLC domain-containing protein C17A2.02c			7	0
KAN1671487.1	O13819	43.6	Phosphoinositide 3-phosphatase	3.1.3.64		0	0
KAN1671488.1	O60198	79.4	S-adenosylmethionine synthase	2.5.1.6 {ECO:0000269|PubMed:10620770}		0	0
KAN1671489.1	O45830	44.0	Putative nudix hydrolase 1	3.6.1.-		0	0
KAN1671490.1	P41390	55.0	Amidophosphoribosyltransferase	2.4.2.14		0	0
KAN1671491.1	Q01772	43.0	Aldehyde oxidase GLOX	1.2.3.15 {ECO:0000269|PubMed:3553159, ECO:0000269|PubMed:8557673}	1-22	0	1
KAN1671492.1	P0CO46	76.8	Pre-rRNA-processing protein PNO1			0	0
KAN1671494.1	Q7T6X2	36.1	Putative serine/threonine-protein kinase/receptor R826	2.7.11.1	1-23	1	0
KAN1671496.1	Q9USQ1	30.1	Chromosome transmission fidelity protein 18			0	0
KAN1671497.1	Q9C0U9	31.3	Uncharacterized transporter PB1C11.03			12	0
KAN1671498.1	B0CS49	73.2	mRNA cleavage and polyadenylation factor CLP1			0	0
KAN1671499.1	Q9ST62	34.4	External alternative NAD(P)H-ubiquinone oxidoreductase B1, mitochondrial	1.6.5.9 {ECO:0000269|PubMed:10571867, ECO:0000269|PubMed:14731260}		0	0
KAN1671502.1	Q6CFT7	82.3	ATP synthase subunit beta, mitochondrial	7.1.2.2 {ECO:0000255|RuleBase:RU003553, ECO:0000269|PubMed:25759169, ECO:0000269|PubMed:27373333}		0	0
KAN1671503.1	P0CM40	49.6	Autophagy-related protein 9			4	0
KAN1671504.1	P06208	50.7	2-isopropylmalate synthase	2.3.3.13 {ECO:0000269|PubMed:3275644}		0	0
KAN1671505.1	O13775	56.3	Probable glutamate--tRNA ligase, cytoplasmic	6.1.1.17		0	0
KAN1671508.1	Q92372	44.3	Replication factor A protein 1			0	0
KAN1671510.1	Q1K7A4	36.6	Small ribosomal subunit protein mS47	3.1.2.4 {ECO:0000250|UniProtKB:P28817}		0	0
KAN1671511.1	Q5U378	33.0	Tubulin-specific chaperone E			0	0
KAN1671512.1	P78814	44.4	Pre-mRNA-splicing factor srp2			0	0
KAN1671513.1	P0DN31	67.2	Cysteine desulfurase	2.8.1.7 {ECO:0000250|UniProtKB:P25374}		0	0
KAN1671514.1	P49075	69.7	Exoglucanase 3	3.2.1.91	1-20	0	1
KAN1671515.1	Q9D1J1	47.8	Adaptin ear-binding coat-associated protein 2			0	0
KAN1671518.1	Q2KJD7	41.4	Ubiquitin-like domain-containing CTD phosphatase 1	3.1.3.16 {ECO:0000250|UniProtKB:Q8WVY7}		0	0
KAN1671519.1	Q03311	36.9	Cholinesterase	3.1.1.8	1-29	0	1
KAN1671521.1	A0A2R2JFW7	58.1	Arginase	3.5.3.1 {ECO:0000269|PubMed:38300354}		0	0
KAN1671522.1	A0A5C1IY53	67.0	Unusual AA9 family lytic polysaccharide monooxygenase B		1-19	0	1
KAN1671523.1	S7QKE2	59.5	AA9 family lytic polysaccharide monooxygenase C	1.14.99.54 {ECO:0000305|PubMed:27590806};1.14.99.56 {ECO:0000305|PubMed:27590806}	1-17	0	1
KAN1671530.1	S7QKE2	56.3	AA9 family lytic polysaccharide monooxygenase C	1.14.99.54 {ECO:0000305|PubMed:27590806};1.14.99.56 {ECO:0000305|PubMed:27590806}	1-17	0	1
KAN1671532.1	O13903	46.8	Exosome complex component rrp40			0	0
KAN1671533.1	Q75BT5	31.9	Chromatin modification-related protein EAF6			0	0
KAN1671534.1	Q84WU9	30.1	Zinc finger CCCH domain-containing protein 64			0	0
KAN1671535.1	Q6CKV6	33.2	Nucleolar protein 12			0	0
KAN1671538.1	Q75IM9	62.1	Isovaleryl-CoA dehydrogenase, mitochondrial	1.3.8.4		0	0
KAN1671539.1	P0CO34	31.7	Inositol-pentakisphosphate 2-kinase	2.7.1.158		0	0
KAN1671540.1	P06244	36.0	cAMP-dependent protein kinase type 1	2.7.11.11		0	0
KAN1671542.1	P62505	38.2	DASH complex subunit dad3			0	0
KAN1671543.1	P78774	48.9	Actin-related protein 2/3 complex subunit 1			0	0
KAN1671545.1	P87219	49.3	Sorbose reductase SOU1	1.1.1.289 {ECO:0000269|PubMed:16134116}		0	0
KAN1671546.1	P19337	30.7	3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase 2	1.1.1.395 {ECO:0000269|PubMed:23836456}		0	0
KAN1671547.1	Q7Z4S6	36.1	Kinesin-like protein KIF21A			0	0
KAN1671548.1	P0CS56	37.1	DNA damage-binding protein CMR1			0	0
KAN1671552.1	P78567	77.6	Histone H2B			0	0
KAN1671554.1	O14159	30.6	Sphingoid long chain base kinase 4	2.7.1.91 {ECO:0000250|UniProtKB:Q12246}		0	0
KAN1671556.1	P42251	31.7	Alkaline phosphatase D	3.1.3.1	1-56	0	1
KAN1671557.1	P50142	74.3	Heat shock protein 60, mitochondrial			0	0
KAN1671558.1	Q9Y719	43.6	Cell wall alpha-1,3-glucan synthase mok13	2.4.1.183		0	0
KAN1671559.1	G2X6P0	45.7	Serine/threonine-protein kinase VST11	2.7.11.25 {ECO:0000305|PubMed:31667948}		0	0
KAN1671560.1	Q9P804	43.5	tRNA (guanine(26)-N(2))-dimethyltransferase	2.1.1.216 {ECO:0000269|PubMed:37805140}		0	0
KAN1671561.1	Q9QXA6	40.6	b(0,+)-type amino acid transporter 1			12	0
KAN1671563.1	Q9P7R3	34.0	Exosome complex component mtr3			0	0
KAN1671564.1	O14009	33.8	Nuclear speckle splicing regulatory protein 1 homolog			0	0
KAN1671568.1	Q9Z324	38.8	Dolichol phosphate-mannose biosynthesis regulatory protein			2	0
KAN1671570.1	Q9UUH1	45.3	Vacuolar protein sorting-associated protein 55			4	0
KAN1671572.1	P17120	41.1	Kinesin-like protein bimC			0	0
KAN1671573.1	O13868	55.0	Transcription elongation factor 1 homolog			0	0
KAN1671574.1	O43093	53.9	Kinesin heavy chain			0	0
KAN1671575.1	Q8TB72	33.1	Pumilio homolog 2			0	0
KAN1671577.1	Q8TFH3	30.2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 3		1-19	4	0
KAN1671578.1	P39104	30.9	Phosphatidylinositol 4-kinase PIK1	2.7.1.67 {ECO:0000269|PubMed:8194527}		0	0
KAN1671579.1	Q00310	55.4	Glycolipid 2-alpha-mannosyltransferase 1	2.4.1.-		1	0
KAN1671580.1	Q8T689	34.6	ABC transporter G family member 4			7	0
KAN1671581.1	P24391	40.5	Mitochondrial import receptor subunit tom40			0	0
KAN1671582.1	P46592	45.5	Glycolipid 2-alpha-mannosyltransferase 2	2.4.1.-		1	0
KAN1671586.1	P08425	47.3	Phenylalanine--tRNA ligase, mitochondrial	6.1.1.20		0	0
KAN1671587.1	O43047	36.0	GrpE protein homolog, mitochondrial			0	0
KAN1671588.1	Q8WZJ7	59.2	C-1-tetrahydrofolate synthase, cytoplasmic	1.5.1.5;3.5.4.9;6.3.4.3		0	0
KAN1671589.1	P81898	34.5	Peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase A	3.5.1.52		0	0
KAN1671592.1	P14766	65.2	Fructose-1,6-bisphosphatase, cytosolic	3.1.3.11		0	0
KAN1671595.1	Q8LQJ8	43.6	ATP-dependent zinc metalloprotease FTSH 5, mitochondrial	3.4.24.-		0	0
KAN1671596.1	P26659	67.8	General transcription and DNA repair factor IIH helicase subunit XPD	5.6.2.3 {ECO:0000250|UniProtKB:P06839}		0	0
KAN1671597.1	Q00012	36.1	Mannan endo-1,4-beta-mannosidase A	3.2.1.78	1-18	0	1
KAN1671599.1	Q99KK7	42.4	Dipeptidyl peptidase 3	3.4.14.4 {ECO:0000250|UniProtKB:Q9NY33}		0	0
KAN1671600.1	O93927	72.3	1,3-beta-glucan synthase component FKS1	2.4.1.34 {ECO:0000269|PubMed:15980360}		16	0
KAN1671602.1	B4NBL6	36.3	Protein phosphatase PTC7 homolog fig	3.1.3.16		0	0
KAN1671604.1	Q601X8	40.6	Chaperone protein DnaJ			0	0
KAN1671605.1	Q86IX2	32.8	Dolichyldiphosphatase 1	3.6.1.43		4	0
KAN1671608.1	Q05016	45.1	NADP-dependent 3-hydroxy acid dehydrogenase	1.1.1.- {ECO:0000269|PubMed:12535615};1.1.1.381 {ECO:0000269|PubMed:12535615}		0	0
KAN1671611.1	Q03649	30.7	Monoacylglycerol lipase	3.1.1.23 {ECO:0000269|PubMed:26991558}		0	0
KAN1671612.1	Q9CQK7	33.0	RWD domain-containing protein 1			0	0
KAN1671615.1	O74627	44.3	Cyclin pch1			0	0
KAN1671616.1	Q9USP0	40.3	Translation initiation factor eIF2B subunit alpha			0	0
KAN1671617.1	Q4QRK0	58.1	Methionine aminopeptidase 1	3.4.11.18 {ECO:0000255|HAMAP-Rule:MF_03174}		0	0
KAN1671618.1	Q9P7P0	44.6	Uncharacterized acyltransferase C1718.04	2.3.-.-		4	0
KAN1671620.1	Q5XGZ8	31.5	Nucleolar complex protein 3 homolog			0	0
KAN1671621.1	Q6DRN3	32.6	Nucleolar complex protein 3 homolog			0	0
KAN1671625.1	Q54DK1	46.1	Sulfide:quinone oxidoreductase, mitochondrial	1.8.5.8 {ECO:0000250|UniProtKB:Q9Y6N5}		0	0
KAN1671629.1	O81742	55.4	Beta-adaptin-like protein C			0	0
KAN1671630.1	Q8N6M0	36.9	Deubiquitinase OTUD6B	3.4.19.12 {ECO:0000269|PubMed:21267069}		0	0
KAN1671631.1	V5NZC3	41.4	Aldo-keto reductase pigE	1.-.-.- {ECO:0000269|PubMed:28959415}	1-27	0	1
KAN1671633.1	Q5XIC0	35.9	Enoyl-CoA delta isomerase 2	5.3.3.8		0	0
KAN1671634.1	P53388	48.3	Dicarboxylic amino acid permease			12	0
KAN1671635.1	Q9SEE4	47.2	Pirin-like protein			0	0
KAN1671637.1	Q9H871	37.1	E3 ubiquitin-protein transferase RMND5A	2.3.2.27 {ECO:0000269|PubMed:29911972}		0	0
KAN1671638.1	B0DPL3	52.9	Aquaporin Lacbi1:307192			7	0
KAN1671641.1	O14082	47.5	Uncharacterized protein UNK4.17			0	0
KAN1671642.1	P61799	34.0	Aprataxin	3.6.1.71 {ECO:0000250|UniProtKB:Q7Z2E3};3.6.1.72 {ECO:0000250|UniProtKB:O74859}		0	0
KAN1671643.1	Q9UUH7	33.9	GTPase-activating protein gyp7			0	0
KAN1671644.1	P0C0V8	71.3	Small ribosomal subunit protein eS21A			0	0
KAN1671645.1	Q9SA98	36.7	DNA N(6)-methyladenine demethylase ALKBH1A	1.14.11.51 {ECO:0000269|PubMed:38432357}		0	0
KAN1671646.1	O13920	47.6	LETM1 domain-containing protein mdm28, mitochondrial			1	0
KAN1671649.1	P42698	37.6	DNA-damage-repair/toleration protein 111			0	0
KAN1671650.1	Q9UTJ7	76.8	Probable succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	1.3.5.1 {ECO:0000250|UniProtKB:P31040}		0	0
KAN1671651.1	Q92609	39.4	TBC1 domain family member 5			0	0
KAN1671652.1	P42251	31.6	Alkaline phosphatase D	3.1.3.1	1-56	0	1
KAN1671653.1	Q01877	89.7	Heat shock protein HSS1			0	0
KAN1671654.1	Q28653	64.2	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform			0	0
KAN1671656.1	C7C436	56.7	2-methylcitrate synthase, mitochondrial	2.3.3.16 {ECO:0000269|PubMed:19661181};2.3.3.5 {ECO:0000269|PubMed:19661181}		0	0
KAN1671657.1	Q9UUA4	38.5	Translocation protein sec66			1	0
KAN1671658.1	Q9UTT1	42.2	Ubiquitin carboxyl-terminal hydrolase 15	3.4.19.12 {ECO:0000269|PubMed:28947618}		0	0
KAN1671660.1	O74761	47.4	DNA primase large subunit			0	0
KAN1671661.1	O94584	50.0	CDP-diacylglycerol--serine O-phosphatidyltransferase	2.7.8.8		4	0
KAN1671663.1	F6QV99	41.1	Outer mitochondrial transmembrane helix translocase	7.4.2.- {ECO:0000250|UniProtKB:P28737, ECO:0000250|UniProtKB:Q8NBU5}		1	0
KAN1671664.1	Q10153	50.2	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2.7.8.11 {ECO:0000269|PubMed:1324908}		6	0
KAN1671665.1	Q9USH7	37.3	Syntaxin-like protein psy1			1	0
KAN1671667.1	Q96G04	30.3	Protein-lysine N-methyltransferase EEF2KMT	2.1.1.- {ECO:0000269|PubMed:25231979}		0	0
KAN1671669.1	P78753	61.7	Probable asparagine synthetase [glutamine-hydrolyzing]	6.3.5.4		0	0
