protein_id	sprot_acc	pident	evalue	protein_name	EC	GO	KEGG
KAJ8688965.1	A0A179HKZ8	38.4	2.3e-84	ABC1 family protein lscO			plj:28886830
KAJ8688969.1	P40900	45.5	1.4e-240	Sexual differentiation process protein isp4		GO:0005789;GO:0005794;GO:0005886;GO:0015031;GO:0035673;GO:1901583;GO:1901584	spo:2540364
KAJ8688970.1	P38989	38.9	3.9e-252	Structural maintenance of chromosomes protein 2		GO:0000070;GO:0000217;GO:0000785;GO:0000793;GO:0000796;GO:0003680;GO:0003682;GO:0003690;GO:0005524;GO:0005634;GO:0005739;GO:0007076;GO:0016887;GO:0030261;GO:0051301;GO:0070058;GO:0070550;GO:1903342	sce:YFR031C
KAJ8688974.1	Q8LFJ5	49.6	3.9e-39	Multifunctional methyltransferase subunit TRM112 homolog A		GO:0000470;GO:0005634;GO:0005737;GO:0030490;GO:0035265;GO:0042127;GO:0043528;GO:0046982;GO:0051726;GO:0141106;GO:2000234	ath:AT1G22270
KAJ8688976.1	Q0CCF8	58.1	1.9e-71	Probable pectate lyase F	4.2.2.2	GO:0005576;GO:0030570;GO:0045490;GO:0071555	
KAJ8688977.1	W8QRE4	65.0	4.1e-236	Beta-xylosidase	3.2.1.37 {ECO:0000269|PubMed:25300189}	GO:0005576;GO:0008422;GO:0009044;GO:0009251;GO:0009986	
KAJ8688979.1	G0SEQ5	33.5	5.2e-128	Ribosome biogenesis protein NOC1		GO:0005730;GO:0042254	cthr:CTHT_0059330
KAJ8688980.1	P17573	32.5	9.7e-65	Lipase 1	3.1.1.3	GO:0004806;GO:0005576;GO:0016042	
KAJ8688981.1	P79066	31.5	3.1e-69	Lipase 1	3.1.1.3	GO:0004806;GO:0005576;GO:0016042	
KAJ8688982.1	P79066	32.2	3.5e-72	Lipase 1	3.1.1.3	GO:0004806;GO:0005576;GO:0016042	
KAJ8688983.1	A0A0D1E921	50.3	6.4e-58	Appressorium protein ROW1		GO:0005576;GO:0005886;GO:0075016	uma:UMAG_00309
KAJ8688986.1	Q0CCF8	55.7	2.2e-68	Probable pectate lyase F	4.2.2.2	GO:0005576;GO:0030570;GO:0045490;GO:0071555	
KAJ8688987.1	O74477	31.0	2.0e-32	Metacaspase-1	3.4.22.-	GO:0004197;GO:0005634;GO:0005737;GO:0005829;GO:0006508;GO:0006515	spo:2538976
KAJ8688988.1	J9VIL4	35.7	2.2e-60	Stretch-activated cation channel MID1		GO:0005262;GO:0005886;GO:0005891;GO:0098703	cng:CNAG_03751
KAJ8688990.1	W8QRE4	78.1	1.8e-290	Beta-xylosidase	3.2.1.37 {ECO:0000269|PubMed:25300189}	GO:0005576;GO:0008422;GO:0009044;GO:0009251;GO:0009986	
KAJ8688991.1	O74902	30.8	1.9e-61	Uncharacterized MFS-type transporter C613.02		GO:0016020;GO:0022857;GO:0055085	spo:2539363
KAJ8688992.1	D4AK18	56.3	7.8e-68	Uncharacterized secreted protein ARB_06907		GO:0005576	abe:ARB_04619
KAJ8688993.1	Q4PEQ5	47.1	1.3e-31	Metacaspase-1	3.4.22.-	GO:0004197;GO:0005737;GO:0006508;GO:0006915	uma:UMAG_01408
KAJ8688994.1	Q4PEQ5	47.1	2.8e-32	Metacaspase-1	3.4.22.-	GO:0004197;GO:0005737;GO:0006508;GO:0006915	uma:UMAG_01408
KAJ8688995.1	Q4PEQ5	47.1	2.3e-32	Metacaspase-1	3.4.22.-	GO:0004197;GO:0005737;GO:0006508;GO:0006915	uma:UMAG_01408
KAJ8688996.1	Q4PEQ5	47.1	2.8e-32	Metacaspase-1	3.4.22.-	GO:0004197;GO:0005737;GO:0006508;GO:0006915	uma:UMAG_01408
KAJ8688997.1	Q0CQL9	46.5	5.5e-33	Metacaspase-1B	3.4.22.-	GO:0004197;GO:0005737;GO:0006508;GO:0006915	
KAJ8688998.1	A6SDT7	48.3	7.8e-27	Metacaspase-1	3.4.22.-	GO:0004197;GO:0005737;GO:0006508;GO:0006915	
KAJ8688999.1	A6SDT7	48.3	7.1e-27	Metacaspase-1	3.4.22.-	GO:0004197;GO:0005737;GO:0006508;GO:0006915	
KAJ8689001.1	Q6F6U3	38.1	1.4e-37	Nicotinamidase	3.5.1.19 {ECO:0000269|PubMed:20926389}	GO:0008936;GO:0019363;GO:0046872	aci:ACIAD3584
KAJ8689003.1	P0DO29	41.4	1.0e-151	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	GO:0016614;GO:0050660	
KAJ8689014.1	Q9W2N0	40.9	1.8e-69	F-actin-capping protein subunit alpha		GO:0007015;GO:0007018;GO:0007294;GO:0008290;GO:0010591;GO:0015629;GO:0016324;GO:0030018;GO:0030036;GO:0030837;GO:0030863;GO:0035220;GO:0046329;GO:0046982;GO:0051015;GO:0051016;GO:0051489;GO:0051490;GO:0051491;GO:0071203;GO:0140591	dme:Dmel_CG10540
KAJ8689016.1	O94564	47.0	7.0e-89	Zinc-type alcohol dehydrogenase-like protein C1773.06c	1.-.-.-	GO:0005829;GO:0016491	spo:2540139
KAJ8689025.1	P0DO29	41.9	1.2e-153	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	GO:0016614;GO:0050660	
KAJ8689026.1	O13770	40.3	5.3e-46	Uncharacterized membrane protein C17A5.08		GO:0005783;GO:0005789;GO:0005793;GO:0005794;GO:0006621;GO:0006886;GO:0006888;GO:0007030;GO:0030134	
KAJ8689029.1	Q9QUI0	60.4	3.9e-83	Transforming protein RhoA	3.6.5.2 {ECO:0000269|PubMed:24352656}	GO:0000902;GO:0001822;GO:0001998;GO:0002363;GO:0003100;GO:0003189;GO:0003924;GO:0003925;GO:0005525;GO:0005634;GO:0005739;GO:0005768;GO:0005829;GO:0005856;GO:0005886;GO:0005938;GO:0006357;GO:0007010;GO:0007019;GO:0007155;GO:0007160;GO:0007229;GO:0007266;GO:0007519;GO:0009410;GO:0009898;GO:0010812;GO:0010975;GO:0010977;GO:0016020;GO:0016477;GO:0017022;GO:0019003;GO:0019901;GO:0019904;GO:0021795;GO:0021861;GO:0030027;GO:0030036;GO:0030154;GO:0030307;GO:0030334;GO:0030424;GO:0030425;GO:0030496;GO:0030521;GO:0030838;GO:0031098;GO:0031122;GO:0031982;GO:0032154;GO:0032467;GO:0032587;GO:0032956;GO:0033144;GO:0033688;GO:0034329;GO:0034446;GO:0035385;GO:0036089;GO:0038027;GO:0042476;GO:0043025;GO:0043123;GO:0043124;GO:0043149;GO:0043197;GO:0043296;GO:0043297;GO:0043366;GO:0043524;GO:0043525;GO:0043542;GO:0043931;GO:0044319;GO:0045198;GO:0045665;GO:0045666;GO:0045792;GO:0045987;GO:0046039;GO:0046638;GO:0050773;GO:0050919;GO:0051022;GO:0051496;GO:0051924;GO:0051964;GO:0060193;GO:0061430;GO:0070507;GO:0071222;GO:0071345;GO:0071526;GO:0071803;GO:0071902;GO:0071944;GO:0090051;GO:0090307;GO:0090324;GO:0097498;GO:0098794;GO:0098978;GO:0099159;GO:1902766;GO:1903427;GO:1903673;GO:1904695;GO:1904706;GO:1904753;GO:1904996;GO:1905274;GO:1990869;GO:2000177;GO:2000406	mmu:11848
KAJ8689032.1	P39956	36.7	1.6e-81	DNA damage-responsive transcriptional repressor RPH1		GO:0000122;GO:0000785;GO:0001227;GO:0005634;GO:0006338;GO:0006351;GO:0008270;GO:0010468;GO:0010507;GO:0032454;GO:0032968;GO:0043565;GO:0051864	sce:YER169W
KAJ8689033.1	A4RAE9	38.2	1.1e-73	Probable Xaa-Pro aminopeptidase PEPP	3.4.11.9	GO:0006508;GO:0030145;GO:0070006	mgr:MGG_13438
KAJ8689035.1	Q53552	37.3	8.0e-58	Salicylate hydroxylase	1.14.13.1	GO:0018658;GO:0044550;GO:0071949	
KAJ8689036.1	A0A3B1EFQ2	36.6	6.8e-39	FAD-dependent monooxygenase str9	1.-.-.- {ECO:0000269|PubMed:30258052}	GO:0004497;GO:0044550;GO:0071949	
KAJ8689037.1	P0CS72	35.0	1.2e-11	Transcription and mRNA export factor SUS1		GO:0000124;GO:0000932;GO:0003682;GO:0003713;GO:0005643;GO:0005654;GO:0006325;GO:0006357;GO:0006368;GO:0015031;GO:0016973;GO:0070390;GO:0071819	cne:CND05070
KAJ8689038.1	P0CQ54	56.8	1.4e-35	Small ribosomal subunit protein uS10m		GO:0003735;GO:0005739;GO:0006412;GO:0015935	cne:CNI01480
KAJ8689040.1	G5EI58	55.3	3.5e-84	Serine/threonine protein kinase HRR25	2.7.11.1 {ECO:0000255|PROSITE-ProRule:PRU00159}	GO:0004674;GO:0005524;GO:0051094	mgr:MGG_02829
KAJ8689045.1	O23676	72.0	2.1e-74	Protein mago nashi homolog		GO:0000184;GO:0000932;GO:0003723;GO:0005634;GO:0005654;GO:0005730;GO:0006397;GO:0006417;GO:0008380;GO:0009793;GO:0010183;GO:0010628;GO:0016607;GO:0035145;GO:0051028	ath:AT1G02140
KAJ8689047.1	O74889	45.0	3.2e-42	SAC3 family protein 1		GO:0005634;GO:0005635;GO:0005737;GO:0005829;GO:0006406;GO:0006611;GO:0042274;GO:0070390	spo:2539561
KAJ8689048.1	P09215	35.0	2.0e-48	Protein kinase C delta type	2.7.11.13 {ECO:0000250|UniProtKB:Q05655}	GO:0001666;GO:0004672;GO:0004674;GO:0004698;GO:0004699;GO:0004713;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005783;GO:0005794;GO:0005829;GO:0005886;GO:0005911;GO:0006468;GO:0006915;GO:0006974;GO:0006979;GO:0008047;GO:0008270;GO:0009410;GO:0009612;GO:0009749;GO:0016020;GO:0016064;GO:0016363;GO:0018105;GO:0018107;GO:0019899;GO:0019901;GO:0023021;GO:0030296;GO:0030837;GO:0032869;GO:0032930;GO:0032956;GO:0032963;GO:0034351;GO:0034599;GO:0034644;GO:0035556;GO:0036019;GO:0042100;GO:0042119;GO:0042149;GO:0042307;GO:0042325;GO:0042542;GO:0042742;GO:0043065;GO:0043200;GO:0043406;GO:0043409;GO:0043410;GO:0043560;GO:0045471;GO:0045739;GO:0046326;GO:0046627;GO:0046777;GO:0048471;GO:0050728;GO:0051490;GO:0060326;GO:0070301;GO:0070528;GO:0070779;GO:0070976;GO:0071447;GO:0090331;GO:0090398;GO:0099524;GO:0106310;GO:0120283;GO:0141212;GO:1900163;GO:1904385;GO:1904627;GO:2000303;GO:2000304;GO:2000753;GO:2000755;GO:2001235	rno:170538
KAJ8689050.1	O75643	53.5	0.0e+00	U5 small nuclear ribonucleoprotein 200 kDa helicase	3.6.4.13 {ECO:0000269|PubMed:23045696, ECO:0000269|PubMed:35241646}	GO:0000244;GO:0000354;GO:0000387;GO:0000388;GO:0000398;GO:0001649;GO:0003723;GO:0003724;GO:0004386;GO:0005524;GO:0005634;GO:0005654;GO:0005681;GO:0005682;GO:0016020;GO:0016887;GO:0042802;GO:0046540;GO:0048025;GO:0071005;GO:0071006;GO:0071013	hsa:23020
KAJ8689052.1	J9VTK7	74.3	0.0e+00	Glycogen [starch] synthase	2.4.1.11 {ECO:0000250|UniProtKB:P23337}	GO:0004373;GO:0005978;GO:0042587	cng:CNAG_04621
KAJ8689053.1	P0CN96	74.9	3.1e-184	Guanine nucleotide-binding protein subunit alpha		GO:0001664;GO:0003924;GO:0005525;GO:0005737;GO:0005834;GO:0007189;GO:0010255;GO:0031683;GO:0032502;GO:0046872	cne:CNI00520
KAJ8689063.1	O14357	33.1	4.6e-34	N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein gpi1		GO:0000506;GO:0005783;GO:0005789;GO:0006506;GO:0017176;GO:0031505	spo:2540323
KAJ8689064.1	Q12618	56.8	1.2e-165	Acyl-CoA desaturase	1.14.19.1 {ECO:0000305|PubMed:8538376}	GO:0004768;GO:0005506;GO:0005789;GO:0006636;GO:0020037	
KAJ8689066.1	A0A437AGY2	40.6	6.9e-90	G protein-coupled receptor C		GO:0004930;GO:0005741;GO:0005886;GO:0007189	
KAJ8689068.1	P0CT79	92.4	2.6e-34	Small ribosomal subunit protein eS28A		GO:0000028;GO:0002181;GO:0003735;GO:0005829;GO:0022627;GO:0030490	spo:2539085;spo:2542751
KAJ8689069.1	Q0QWS4	52.9	1.5e-97	L-galactonate dehydratase	4.2.1.146	GO:0000287;GO:0004089;GO:0009063;GO:0019698;GO:0050023	
KAJ8689072.1	O42945	67.2	0.0e+00	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase prp43	3.6.4.13	GO:0000390;GO:0003723;GO:0003724;GO:0004386;GO:0005524;GO:0005634;GO:0005681;GO:0005684;GO:0006364;GO:0016887;GO:0045292;GO:0071014	spo:2540057
KAJ8689073.1	O42945	69.7	1.1e-303	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase prp43	3.6.4.13	GO:0000390;GO:0003723;GO:0003724;GO:0004386;GO:0005524;GO:0005634;GO:0005681;GO:0005684;GO:0006364;GO:0016887;GO:0045292;GO:0071014	spo:2540057
KAJ8689074.1	Q9USQ9	50.8	8.4e-84	Probable proteasome subunit beta type-7		GO:0005634;GO:0005829;GO:0010498;GO:0019774;GO:0043161	spo:2540875
KAJ8689075.1	A2VCW9	31.5	8.3e-141	Alpha-aminoadipic semialdehyde synthase, mitochondrial	1.5.1.8 {ECO:0000250|UniProtKB:Q9UDR5};1.5.1.9 {ECO:0000250|UniProtKB:Q9UDR5}	GO:0004753;GO:0005737;GO:0005739;GO:0006554;GO:0019477;GO:0019878;GO:0033512;GO:0047130;GO:0047131	rno:296925
KAJ8689076.1	P40564	32.7	6.9e-50	DnaJ-like protein 1		GO:0005739;GO:0005783;GO:0005829;GO:0005933;GO:0006626;GO:0016558;GO:0045040;GO:0051087;GO:0071944	sce:YIR004W
KAJ8689081.1	O42945	65.4	2.5e-126	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase prp43	3.6.4.13	GO:0000390;GO:0003723;GO:0003724;GO:0004386;GO:0005524;GO:0005634;GO:0005681;GO:0005684;GO:0006364;GO:0016887;GO:0045292;GO:0071014	spo:2540057
KAJ8689082.1	O42945	61.8	3.0e-116	Probable pre-mRNA-splicing factor ATP-dependent RNA helicase prp43	3.6.4.13	GO:0000390;GO:0003723;GO:0003724;GO:0004386;GO:0005524;GO:0005634;GO:0005681;GO:0005684;GO:0006364;GO:0016887;GO:0045292;GO:0071014	spo:2540057
KAJ8689088.1	A2QG68	47.1	1.9e-47	Alpha-L-rhamnosidase rgxB	3.2.1.40	GO:0000272;GO:0004650;GO:0005576;GO:0030596;GO:0071555	ang:An03g02080
KAJ8689090.1	Q9BGI1	36.1	1.2e-17	Peroxiredoxin-5, mitochondrial	1.11.1.24 {ECO:0000250|UniProtKB:P30044}	GO:0001016;GO:0005634;GO:0005737;GO:0005739;GO:0005777;GO:0005782;GO:0005829;GO:0008379;GO:0016480;GO:0031410;GO:0034599;GO:0034614;GO:0042744;GO:0043027;GO:0043066;GO:0045454;GO:0048471	bta:282885
KAJ8689092.1	Q4P827	45.3	3.3e-87	Chromatin modification-related protein EAF3		GO:0006281;GO:0006338;GO:0006351;GO:0006355;GO:0032221;GO:0035267	uma:UMAG_10504
KAJ8689096.1	Q08980	42.6	1.9e-64	Probable transport protein YPL264C		GO:0005783;GO:0016020	sce:YPL264C
KAJ8689097.1	Q08980	42.8	5.1e-64	Probable transport protein YPL264C		GO:0005783;GO:0016020	sce:YPL264C
KAJ8689098.1	P32432	30.2	9.0e-07	Transcription factor SFP1		GO:0000981;GO:0003677;GO:0005634;GO:0005737;GO:0006351;GO:0008270;GO:0008361;GO:0045944;GO:0060963	sce:YLR403W
KAJ8689099.1	Q9US54	46.8	1.5e-21	Transcription initiation factor TFIID subunit 11		GO:0000785;GO:0005634;GO:0005669;GO:0005829;GO:0006367;GO:0016251;GO:0046982;GO:0051123	spo:2543276
KAJ8689100.1	A0A067N4H9	87.4	1.2e-63	Class I hydrophobin 2		GO:0005199;GO:0005576;GO:0009277	
KAJ8689101.1	A0A067N7P3	83.9	1.8e-81	Class I hydrophobin 20		GO:0005199;GO:0005576;GO:0009277	
KAJ8689102.1	Q92268	98.9	3.7e-270	Tubulin beta chain		GO:0000070;GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0007052;GO:0046872;GO:0097435	
KAJ8689103.1	Q92268	98.9	0.0e+00	Tubulin beta chain		GO:0000070;GO:0003924;GO:0005200;GO:0005525;GO:0005874;GO:0007052;GO:0046872;GO:0097435	
KAJ8689104.1	Q7S8A6	71.5	0.0e+00	Multifunctional protein pyr-3	2.1.3.2;3.5.1.2;6.3.4.16;6.3.5.5	GO:0004070;GO:0004087;GO:0004088;GO:0004359;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006207;GO:0006520;GO:0006541;GO:0016597;GO:0044205;GO:0046872	ncr:NCU08287
KAJ8689105.1	O93937	49.9	2.7e-169	Multifunctional protein pyrABCN	2.1.3.2;3.5.1.2;6.3.4.16;6.3.5.5	GO:0004070;GO:0004087;GO:0004088;GO:0004359;GO:0005524;GO:0005737;GO:0005829;GO:0006207;GO:0006520;GO:0006541;GO:0016597;GO:0044205;GO:0046872	ani:ANIA_00565
KAJ8689108.1	B0XTT5	52.3	6.7e-25	NCT transcriptional regulatory complex subunit A		GO:0001046;GO:0016251;GO:0017054;GO:0046982	
KAJ8689110.1	Q9P7C8	39.4	5.1e-31	DNA replication complex GINS protein sld5		GO:0000727;GO:0000811;GO:0005634;GO:0005829;GO:0006270;GO:0007059	spo:2541368
KAJ8689112.1	Q07LH9	32.2	5.7e-28	Ribosomal RNA large subunit methyltransferase E	2.1.1.166 {ECO:0000255|HAMAP-Rule:MF_01547}	GO:0005737;GO:0008650	rpe:RPE_3272
KAJ8689113.1	P48009	57.5	5.5e-151	Septin homolog spn4		GO:0000281;GO:0003924;GO:0005525;GO:0005829;GO:0005940;GO:0008104;GO:0015630;GO:0031105;GO:0032151;GO:0032153;GO:0032176;GO:0036391;GO:0060090;GO:0061640;GO:0120104	
KAJ8689114.1	Q9UUH4	60.7	5.4e-130	C-4 methylsterol oxidase erg25	1.14.18.- {ECO:0000250|UniProtKB:P53045}	GO:0000254;GO:0005506;GO:0005783;GO:0005789;GO:0006696	spo:2543373
KAJ8689115.1	P0DO29	42.0	1.3e-152	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	GO:0016614;GO:0050660	
KAJ8689116.1	P0DO29	40.2	9.4e-118	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	GO:0016614;GO:0050660	
KAJ8689123.1	P73574	34.3	1.2e-29	3-oxoacyl-[acyl-carrier-protein] reductase	1.1.1.100 {ECO:0000305|PubMed:26358291}	GO:0004316;GO:0016616;GO:0030497;GO:0051287	syn:slr0886
KAJ8689124.1	L7WRR4	59.7	4.0e-211	Efflux pump notK'		GO:0005345;GO:0005886;GO:0015853;GO:0015854	
KAJ8689125.1	P0DO29	42.0	8.0e-154	Dehydrogenase eriK	1.1.-.- {ECO:0000305|PubMed:31535864}	GO:0016614;GO:0050660	
KAJ8689126.1	D4AZK1	31.9	5.4e-47	Probable aspartic-type endopeptidase CTSD	3.4.23.-	GO:0004190;GO:0005886;GO:0006508;GO:0098552	abe:ARB_01619
KAJ8689127.1	C5FX29	36.7	6.7e-130	Extracellular metalloproteinase 5	3.4.24.-	GO:0004222;GO:0005576;GO:0006508;GO:0008270	
KAJ8689132.1	C4JF79	34.1	5.4e-101	Peptidase uncH	3.4.14.- {ECO:0000269|PubMed:40387549}	GO:0004177;GO:0006508;GO:0008236	ure:UREG_02301
KAJ8689134.1	P50125	63.1	3.7e-176	Homocysteine synthase	2.5.1.49 {ECO:0000269|PubMed:6381643, ECO:0000269|Ref.5}	GO:0004124;GO:0005737;GO:0006534;GO:0019346;GO:0030170;GO:0051009;GO:0071269	ani:ANIA_08277
KAJ8689136.1	P30041	54.8	6.3e-79	Peroxiredoxin-6	1.11.1.27 {ECO:0000269|PubMed:10893423, ECO:0000269|PubMed:9497358};2.3.1.23 {ECO:0000269|PubMed:26830860};3.1.1.4 {ECO:0000269|PubMed:10893423, ECO:0000269|PubMed:26830860}	GO:0004601;GO:0004602;GO:0004623;GO:0005576;GO:0005615;GO:0005634;GO:0005737;GO:0005829;GO:0006979;GO:0016020;GO:0031625;GO:0035578;GO:0042744;GO:0042802;GO:0045296;GO:0045454;GO:0046475;GO:0047184;GO:0048026;GO:0048471;GO:0051920;GO:0070062;GO:0098869	hsa:9588
KAJ8689138.1	P30041	55.2	9.8e-81	Peroxiredoxin-6	1.11.1.27 {ECO:0000269|PubMed:10893423, ECO:0000269|PubMed:9497358};2.3.1.23 {ECO:0000269|PubMed:26830860};3.1.1.4 {ECO:0000269|PubMed:10893423, ECO:0000269|PubMed:26830860}	GO:0004601;GO:0004602;GO:0004623;GO:0005576;GO:0005615;GO:0005634;GO:0005737;GO:0005829;GO:0006979;GO:0016020;GO:0031625;GO:0035578;GO:0042744;GO:0042802;GO:0045296;GO:0045454;GO:0046475;GO:0047184;GO:0048026;GO:0048471;GO:0051920;GO:0070062;GO:0098869	hsa:9588
KAJ8689141.1	E5A6Z0	60.0	1.5e-174	Probable zinc metalloprotease Lema_P086240	3.4.-.-	GO:0005576;GO:0006508;GO:0008235;GO:0046872	
KAJ8689142.1	P30041	53.8	1.3e-78	Peroxiredoxin-6	1.11.1.27 {ECO:0000269|PubMed:10893423, ECO:0000269|PubMed:9497358};2.3.1.23 {ECO:0000269|PubMed:26830860};3.1.1.4 {ECO:0000269|PubMed:10893423, ECO:0000269|PubMed:26830860}	GO:0004601;GO:0004602;GO:0004623;GO:0005576;GO:0005615;GO:0005634;GO:0005737;GO:0005829;GO:0006979;GO:0016020;GO:0031625;GO:0035578;GO:0042744;GO:0042802;GO:0045296;GO:0045454;GO:0046475;GO:0047184;GO:0048026;GO:0048471;GO:0051920;GO:0070062;GO:0098869	hsa:9588
KAJ8689145.1	A0A1L9WLI9	36.1	6.6e-24	Baeyer-Villiger monooxygenase AacuH	1.-.-.- {ECO:0000305|PubMed:30996871}	GO:0016491	
KAJ8689146.1	Q10142	49.3	9.3e-91	Inositol phosphorylceramide synthase catalytic subunit aur1	2.-.-.-	GO:0000139;GO:0005794;GO:0006676;GO:0030148;GO:0032580;GO:0045140;GO:0051999;GO:0070916	spo:2543632
KAJ8689152.1	Q9LQQ8	32.7	2.5e-15	Probable serine/threonine-protein kinase PBL5	2.7.11.1 {ECO:0000305}	GO:0004672;GO:0004674;GO:0005524;GO:0005634;GO:0005886;GO:0006952;GO:0010183;GO:0071456;GO:0090404;GO:0106310	ath:AT1G07870
KAJ8689153.1	Q54TM7	32.5	1.7e-24	Probable serine/threonine-protein kinase drkD	2.7.11.1	GO:0004674;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0007165;GO:0050765;GO:0050829;GO:0051593;GO:0106310;GO:2000146	ddi:DDB_G0281557
KAJ8689154.1	A0A6S6QPY4	38.5	3.1e-106	Cytochrome P450 monooxygenase ple5B	1.-.-.- {ECO:0000269|PubMed:28924980}	GO:0004497;GO:0005506;GO:0016020;GO:0016114;GO:0016705;GO:0020037	
KAJ8689155.1	A0A6S6QPY4	38.3	5.2e-101	Cytochrome P450 monooxygenase ple5B	1.-.-.- {ECO:0000269|PubMed:28924980}	GO:0004497;GO:0005506;GO:0016020;GO:0016114;GO:0016705;GO:0020037	
KAJ8689156.1	A0A6S6QPY4	38.4	1.2e-85	Cytochrome P450 monooxygenase ple5B	1.-.-.- {ECO:0000269|PubMed:28924980}	GO:0004497;GO:0005506;GO:0016020;GO:0016114;GO:0016705;GO:0020037	
KAJ8689158.1	A0A067N4P3	97.1	2.2e-71	Class I hydrophobin 12		GO:0005199;GO:0005576;GO:0009277	
KAJ8689160.1	Q09764	41.0	2.3e-175	Vacuolar basic amino acid transporter vsb1		GO:0000329;GO:0015174;GO:0022857;GO:0034490;GO:0055085	spo:2542625
KAJ8689161.1	Q09764	39.9	3.9e-166	Vacuolar basic amino acid transporter vsb1		GO:0000329;GO:0015174;GO:0022857;GO:0034490;GO:0055085	spo:2542625
KAJ8689163.1	Q7T3C6	58.1	2.7e-83	Cleavage and polyadenylation specificity factor subunit 5		GO:0003729;GO:0005634;GO:0005737;GO:0005849;GO:0006397;GO:0010608;GO:0030154;GO:0031124;GO:0035925;GO:0042382;GO:0042802;GO:0051290;GO:0110104;GO:0180010;GO:2000738;GO:2000975	dre:394092
KAJ8689165.1	Q09921	40.2	1.5e-33	Uncharacterized protein C1F7.10		GO:0005634;GO:0005829;GO:0047661	spo:2541822
KAJ8689166.1	B2AMJ3	43.6	5.0e-69	Golgi apparatus membrane protein TVP38		GO:0000139	pan:PODANSg2231
KAJ8689167.1	Q5ZLG1	57.9	2.9e-63	Ras-related protein Rab-18	3.6.5.2 {ECO:0000250|UniProtKB:Q9NP72}	GO:0001654;GO:0003924;GO:0003925;GO:0005525;GO:0005789;GO:0005794;GO:0005811;GO:0006886;GO:0007420;GO:0012505;GO:0016324;GO:0019003;GO:0033106;GO:0034389;GO:0046872	gga:420483
KAJ8689170.1	Q6L8F7	35.4	4.9e-17	Zinc transporter 7		GO:0005385;GO:0005886;GO:0071577	dosa:Os05g0198400
KAJ8689172.1	Q12306	46.7	1.1e-16	Small ubiquitin-related modifier		GO:0000794;GO:0005634;GO:0005940;GO:0016925;GO:0031386;GO:0042802;GO:0044389	sce:YDR510W
KAJ8689173.1	P0CT90	50.7	4.0e-155	3-O-methyltransferase 2	2.1.1.- {ECO:0000269|PubMed:26672450}	GO:0008171;GO:0032259;GO:0046274;GO:0046983	
KAJ8689175.1	P47154	40.0	4.1e-96	CAAX prenyl protease 1	3.4.24.84 {ECO:0000269|PubMed:10825201, ECO:0000269|PubMed:11581258}	GO:0004222;GO:0005637;GO:0005741;GO:0005783;GO:0005789;GO:0007323;GO:0016485;GO:0019236;GO:0031204;GO:0036503;GO:0046872;GO:0071586;GO:0120236	sce:YJR117W
KAJ8689178.1	P0CM32	40.5	2.0e-127	Autophagy-related protein 22		GO:0005774;GO:0006914;GO:0032974	
KAJ8689179.1	Q5Z5B2	31.8	8.2e-113	Protein argonaute 1D		GO:0003723;GO:0004521;GO:0005634;GO:0005737;GO:0031047	dosa:Os06g0729300
KAJ8689181.1	P0DPA4	30.8	1.3e-57	Cytochrome P450 monooxygenase FCK2	1.-.-.- {ECO:0000305|PubMed:28802024}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037;GO:1902181	
KAJ8689183.1	A0A384XH94	31.9	9.3e-26	Highly reducing polyketide synthase stpks1	2.3.1.- {ECO:0000269|PubMed:30258052}	GO:0004315;GO:0004435;GO:0006633;GO:0008168;GO:0016491;GO:0032259;GO:0035556;GO:0044550	
KAJ8689184.1	A0A384XH94	31.8	9.9e-24	Highly reducing polyketide synthase stpks1	2.3.1.- {ECO:0000269|PubMed:30258052}	GO:0004315;GO:0004435;GO:0006633;GO:0008168;GO:0016491;GO:0032259;GO:0035556;GO:0044550	
KAJ8689185.1	Q42982	33.6	1.1e-68	4-coumarate--CoA ligase 2	6.2.1.12 {ECO:0000269|PubMed:21807887, ECO:0000269|PubMed:23246835};6.2.1.34 {ECO:0000269|PubMed:21807887, ECO:0000269|PubMed:23246835}	GO:0005524;GO:0009698;GO:0016207;GO:0050563;GO:0106286;GO:0106290	dosa:Os02g0697400
KAJ8689186.1	J3KAR6	30.2	6.6e-11	Cytochrome P450 monooxygenase cocC	1.-.-.- {ECO:0000305|PubMed:40387549}	GO:0004497;GO:0005506;GO:0016020;GO:0016705;GO:0020037	cim:CIMG_03163
KAJ8689191.1	S0ECK8	32.4	1.3e-54	Fujikurins efflux protein FFUJ_12242		GO:0005886;GO:0022857	
